Text,Label
The,O
Town,O
of,O
Malta,O
Planning,O
Board,O
held,O
its,O
regular,O
meeting,O
on,O
"Tuesday,",O
March,O
"28,",O
2023,O
at,O
6:30,O
p.m.,O
at,O
the,O
Malta,O
Town,O
"Hall,",O
with,O
Co,O
"-Chairperson,",O
Jean,O
Loewenstein,O
presiding:,O
Present:,B-PRESENT
William,B-PRESENT
Smith,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
Jean,B-PRESENT
Loewenstein,I-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
Ronald,B-PRESENT
Bormann,I-PRESENT
Kyle,B-PRESENT
Kordich,I-PRESENT
Absent:,B-ABSENT
John,B-ABSENT
Viola,I-ABSENT
Leejun,B-ABSENT
Taylor,I-ABSENT
Stephen,B-ABSENT
Grandeau,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Co-Chairperson,O
Loewenstein,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
10-02,B-PROJ
State,I-PROJ
Farm,I-PROJ
1D,I-PROJ
Site,I-PROJ
Plan,I-PROJ
Extension,I-PROJ
of,I-PROJ
Approval,I-PROJ
10-03,B-PROJ
State,I-PROJ
Farm,I-PROJ
1A,I-PROJ
Site,I-PROJ
Plan,I-PROJ
Extension,I-PROJ
of,I-PROJ
Approval,I-PROJ
22-25,B-PROJ
Arnoff,I-PROJ
Global,I-PROJ
Logistics,I-PROJ
Phase,I-PROJ
#6,I-PROJ
Site,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
22-21,B-PROJ
Stein,I-PROJ
-750,I-PROJ
NYS,I-PROJ
Route,I-PROJ
67),I-PROJ
Site,I-PROJ
Plan,I-PROJ
23-08,B-PROJ
Stein,I-PROJ
-750,I-PROJ
NYS,I-PROJ
Route,I-PROJ
67),I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
23-07,B-PROJ
Terrell,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
23-05,B-PROJ
Heflin,I-PROJ
-721,I-PROJ
NYS,I-PROJ
Route,I-PROJ
67),I-PROJ
Site,I-PROJ
Plan,I-PROJ
23-06,B-PROJ
10,I-PROJ
Hermes,I-PROJ
Road,I-PROJ
Site,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
Chairperson,O
Loewenstein,O
appointed,O
William,O
Smith,O
as,O
a,O
full,O
member,O
.,O
10-02,B-PROJ
State,I-PROJ
Farm,I-PROJ
1D,I-PROJ
-40,I-PROJ
State,I-PROJ
Farm,I-PROJ
"Place),",I-PROJ
Site,I-PROJ
P,I-PROJ
lan,I-PROJ
(Extension,I-PROJ
of,I-PROJ
Approval),I-PROJ
The,O
applicant,O
and,O
"owner,",O
R2,O
Development,O
Partners,O
"LLC,",O
requested,O
a,O
two-year,O
extension,O
of,O
approval,O
for,O
the,O
site,O
plan,O
at,O
40,O
State,O
Farm,O
Place.,O
The,O
applicant,O
has,O
experienced,O
difficulty,O
in,O
securing,O
funding,O
and,O
tenants,O
during,O
the,O
poor,O
economic,O
climate.,O
The,O
site,O
plan,O
consisted,O
of,O
a,O
-2,O
story,O
(29’,O
tall),O
"76,000",O
GFA,O
building,O
to,O
be,O
located,O
at,O
40,O
State,O
Farm,O
Place,O
(the,O
parcel,O
located,O
behind,O
the,O
Hyatt).,O
The,O
zoning,O
is,O
PDD,O
"#22,",O
State,O
Farm,O
Mutual,O
Automobile,O
Insurance,O
Company.,O
SEQRA,O
was,O
completed,O
on,O
May,O
"18,",O
"2010,",O
with,O
site,O
plan,O
approval.,O
John,O
Rosenblum,O
of,O
R2,O
Development,O
presented.,O
Rosenblum,O
noted,O
that,O
the,O
locations,O
would,O
be,O
office,O
spaces,O
and,O
that,O
the,O
projects,O
had,O
not,O
moved,O
forward,O
at,O
this,O
point,O
due,O
to,O
the,O
challenge,O
of,O
locating,O
tenants,O
since,O
the,O
2020,O
COVID-,O
19,O
pandemic.,O
Rosenblum,O
also,O
noted,O
that,O
the,O
use,O
for,O
the,O
locations,O
had,O
not,O
changed,O
since,O
initial,O
approval,O
and,O
that,O
they,O
were,O
still,O
zoning,O
compliant.,O
Rosenblum,O
requested,O
a,O
two,O
-2,O
year,O
extension,O
of,O
approval,O
for,O
the,O
site,O
plan,O
that,O
included,O
40,O
(1D),O
State,O
Farm,O
Place,O
which,O
would,O
expire,O
on,O
May,O
"18,",O
2023,O
and,O
10,O
(1A),O
State,O
Farm,O
Place,O
which,O
would,O
expire,O
on,O
September,O
"28,",O
2023,O
Huizinga,O
noted,O
that,O
the,O
applicant,O
had,O
requested,O
extensions,O
and,O
was,O
granted,O
them,O
in,O
the,O
past,O
and,O
that,O
the,O
Planning,O
Board,O
had,O
the,O
ability,O
to,O
grant,O
up,O
to,O
a,O
two,O
-2,O
year,O
extension,O
for,O
approval,O
on,O
the,O
project.,O
Huizinga,O
also,O
recommended,O
that,O
the,O
Board,O
should,O
grant,O
an,O
extension,O
for,O
both,O
projects,O
"separately,",O
one,O
for,O
40,O
State,O
Farm,O
Place,O
and,O
one,O
for,O
10,O
State,O
Farm,O
Place,O
respectively.,O
BOARD,O
DISCUSSION,O
Chairperson,O
Loewenstein,O
asked,O
Huizinga,O
if,O
the,O
Board,O
would,O
be,O
able,O
to,O
grant,O
an,O
extension,O
of,O
approval,O
prior,O
to,O
the,O
actual,O
expiration,O
date,O
of,O
the,O
projects.,O
Huizinga,O
informed,O
Loewenstein,O
that,O
pre-expiration,O
approval,O
would,O
not,O
be,O
an,O
issue,O
and,O
the,O
early,O
approval,O
would,O
be,O
based,O
on,O
convenience,O
for,O
both,O
the,O
applicant,O
and,O
the,O
Board,O
to,O
not,O
have,O
to,O
come,O
back,O
separately,O
for,O
each,O
project.,O
Loewenstein,O
asked,O
if,O
the,O
project,O
as,O
it,O
was,O
being,O
presented,O
would,O
be,O
able,O
to,O
meet,O
all,O
requirements,O
for,O
"engineering,",O
"stormwater,",O
and,O
zoning,O
for,O
the,O
area.,O
Huizinga,O
stated,O
that,O
the,O
project,O
in,O
its,O
current,O
form,O
met,O
all,O
requirements,O
and,O
the,O
applicant,O
would,O
need,O
to,O
return,O
to,O
the,O
Planning,O
Board,O
with,O
a,O
Site,O
Plan,O
Amendment,O
application,O
if,O
anything,O
were,O
to,O
change,O
from,O
what,O
was,O
originally,O
approved.,O
Rosenblum,O
noted,O
for,O
the,O
Board,O
that,O
the,O
SWPPP,O
permit,O
was,O
up,O
to,O
date,O
and,O
was,O
paid,O
for,O
annually,O
to,O
ensure,O
that,O
the,O
project,O
could,O
move,O
forward,O
once,O
tenants,O
for,O
the,O
property,O
had,O
been,O
acquired.,O
Resolution,O
#2023,O
–,O
7,O
MOTION,O
by,O
Ronald,O
Bormann,O
SECONDED,O
by,O
William,O
Smith,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
28th,O
day,O
of,O
March,O
2023,O
approves,O
Project,O
"#10-02,",O
State,O
Farm,O
1D,O
-40,O
State,O
Farm,O
"Place),",O
Extension,O
of,O
"approval,",O
for,O
2,O
"years,",O
from,O
May,O
"18,",O
2023,O
to,O
May,O
"18,",O
2025,O
VOTE:,O
Kyle,B-VOTE
Kordich,I-VOTE
–,I-VOTE
YES,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
-,I-VOTE
YES,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
6-0,I-VOTE
10-03,B-PROJ
&,I-PROJ
10-19,I-PROJ
State,I-PROJ
Farm,I-PROJ
1A,I-PROJ
-10,I-PROJ
State,I-PROJ
Farm,I-PROJ
"Place),",I-PROJ
Site,I-PROJ
P,I-PROJ
lan,I-PROJ
(Extension,I-PROJ
of,I-PROJ
Approval),I-PROJ
The,O
applicant,O
and,O
"owner,",O
R2,O
Development,O
Partners,O
"LLC,",O
is,O
requesting,O
a,O
two-year,O
extension,O
of,O
approval,O
for,O
the,O
site,O
plan,O
at,O
10,O
State,O
Farm,O
Place.,O
The,O
owner,O
has,O
installed,O
the,O
utilities,O
and,O
has,O
a,O
building,O
permit,O
ready,O
set,O
of,O
drawings,O
but,O
is,O
still,O
in,O
the,O
process,O
of,O
securing,O
tenants,O
which,O
is,O
necessary,O
before,O
they,O
move,O
forward,O
with,O
construction.,O
The,O
site,O
plan,O
consists,O
of,O
a,O
"2-story,",O
"27,425",O
SF,O
GFA,O
building,O
to,O
be,O
located,O
at,O
10,O
State,O
Farm,O
Place,O
(the,O
parcel,O
located,O
to,O
the,O
west,O
of,O
the,O
Hyatt).,O
The,O
zoning,O
is,O
PDD,O
"#22,",O
State,O
Farm,O
Mutual,O
Automobile,O
Insurance,O
Compan,O
y.,O
SEQRA,O
was,O
reaffirmed,O
on,O
September,O
"28,",O
"2010,",O
with,O
site,O
plan,O
amendment,O
approval.,O
BOARD,O
DISCUSSION,O
No,O
comments,O
were,O
received,O
from,O
the,O
Planning,O
Board.,O
Resolution,O
#2023,O
–,O
8,O
MOTION,O
by,O
Frank,O
Mazza,O
SECONDED,O
by,O
Ronald,O
Bormann,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
28th,O
day,O
of,O
March,O
2023,O
approves,O
Project,B-PROJ
#10-03,I-PROJ
&,I-PROJ
"10-19,",I-PROJ
State,I-PROJ
Farm,I-PROJ
1A,I-PROJ
-10,I-PROJ
State,I-PROJ
Farm,I-PROJ
"Place),",I-PROJ
Site,I-PROJ
Plan,I-PROJ
"Extension,",I-PROJ
for,O
2,O
"years,",O
from,O
September,O
"28,",O
2023,O
to,O
September,O
"28,",O
2025,O
VOTE:,O
Kyle,B-VOTE
Kordich,I-VOTE
–,I-VOTE
YES,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
-,I-VOTE
YES,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
6-0,I-VOTE
"22-25,",B-PROJ
Arnoff,I-PROJ
Global,I-PROJ
Logistics,I-PROJ
Phase,I-PROJ
"#6,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
___,O
The,O
"applicant,",O
Arnoff,O
Moving-Storage-Rigging,O
has,O
submitted,O
a,O
Site,O
Plan,O
amendment,O
for,O
the,O
expansion,O
of,O
their,O
existing,O
Arnoff,O
Global,O
Logistics,O
campus,O
located,O
at,O
10,O
Stonebreak,O
Road.,O
The,O
applicant,O
proposed,O
a,O
plan,O
to,O
construct,O
an,O
"110,164",O
SF,O
light,O
industry/commercial/warehouse,O
building,O
#4,O
-304,O
with,O
associated,O
parking,O
east,O
of,O
the,O
existing,O
Building,O
#3,O
-302,O
The,O
most,O
eastern,O
access,O
would,O
be,O
moved,O
approximately,O
150,O
feet,O
further,O
East,O
on,O
Stonebreak,O
Road.,O
Scott,O
Lansing,O
of,O
Lansing,O
Engineering,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Lansing,O
noted,O
that,O
updated,O
plans,O
with,O
the,O
correct,O
elevations,O
for,O
the,O
project,O
",",O
updated,O
"renderings,",O
and,O
Landscaping,O
and,O
Lighting,O
plans,O
had,O
been,O
submitted,O
to,O
the,O
Planning,O
Department.,O
Lansing,O
also,O
noted,O
that,O
the,O
requested,O
“Will,O
Serve”,O
letters,O
fro,O
m,O
both,O
Clifton,O
Park,O
Water,O
Authority,O
and,O
Saratoga,O
County,O
Sewer,O
District,O
had,O
been,O
received,O
and,O
submitted,O
to,O
the,O
Planning,O
Department.,O
Huizinga,O
noted,O
that,O
the,O
applicant,O
had,O
addressed,O
of,O
the,O
Planning,O
comments,O
and,O
that,O
the,O
Saratoga,O
County,O
Highway,O
Department,O
had,O
reached,O
out,O
to,O
Planning,O
and,O
approved,O
of,O
the,O
needed,O
curb,O
cut,O
for,O
the,O
project.,O
Huizinga,O
also,O
noted,O
that,O
the,O
applicant,O
would,O
need,O
a,O
Highway,O
Work,O
Permit,O
from,O
the,O
County,O
DPW,O
prior,O
to,O
obtaining,O
building,O
permits,O
.,O
Huizinga,O
also,O
noted,O
that,O
she,O
did,O
not,O
take,O
exception,O
to,O
Engineering,O
comments.,O
Huizinga,O
noted,O
that,O
SEQRA,O
was,O
determined,O
in,O
February,O
2023,O
and,O
recommended,O
approval,O
based,O
on,O
the,O
applicant,O
satisfying,O
any,O
remaining,O
engineering,O
comments,O
and,O
reiterated,O
her,O
comment,O
about,O
a,O
Highway,O
Work,O
Permit.,O
Reuben,O
"Hull,",O
LaBella,O
"Associates,",O
noted,O
that,O
he,O
concurred,O
with,O
Fire,O
Department,O
comments,O
from,O
February,O
needing,O
to,O
be,O
addressed,O
and,O
that,O
he,O
wanted,O
the,O
applicant,O
to,O
choose,O
a,O
hardier,O
species,O
of,O
street/parking,O
trees,O
to,O
better,O
handle,O
the,O
environment,O
onsite.,O
Loewenstein,O
asked,O
Hull,O
if,O
Sewer,O
and,O
Water,O
reports,O
had,O
been,O
received,O
by,O
Engineering.,O
March,O
"28,",O
2023,O
Page,O
4,O
of,O
14,O
Hull,O
confirmed,O
that,O
they,O
had,O
been,O
received,O
but,O
had,O
not,O
yet,O
been,O
reviewed.,O
BOARD,O
DISCUSSION,O
Loewenstein,O
asked,O
Lansing,O
if,O
he,O
would,O
be,O
able,O
to,O
address,O
Hull’s,O
comments,O
regarding,O
tree,O
species.,O
Lansing,O
confirmed,O
that,O
he,O
would,O
be,O
able,O
to,O
address,O
those,O
comments.,O
Loewenstein,O
asked,O
Hull,O
if,O
all,O
Stormwater,O
comments,O
had,O
been,O
addressed.,O
Hull,O
confirmed,O
that,O
there,O
were,O
no,O
other,O
comments,O
regarding,O
Stormwater.,O
Kordich,O
asked,O
if,O
Lighting,O
had,O
been,O
approved,O
for,O
the,O
site,O
plan.,O
Hull,O
said,O
that,O
Lighting,O
comments,O
had,O
been,O
satisfied.,O
Resolution,O
#2023,O
–,O
9,O
MOTION,O
by,O
Frank,O
Mazza,O
SECONDED,O
by,O
Ronald,O
Bormann,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
