Text,Label
"Hall,",O
with,O
Co,O
"-Chairperson,",O
Jean,O
Lowenstein,O
presiding:,O
Present:,B-PRESENT
Stephen,B-PRESENT
Grandeau,I-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
William,B-PRESENT
Smith,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
Jean,B-PRESENT
Loewenstein,I-PRESENT
Ronald,B-PRESENT
Bormann,I-PRESENT
Leejun,B-PRESENT
Taylor,I-PRESENT
Kyle,B-PRESENT
Kordich,I-PRESENT
Absent:,B-ABSENT
John,B-ABSENT
Viola,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Chairperson,O
Loewenstein,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
23-17,B-PROJ
Rainville,I-PROJ
-210,I-PROJ
Ruhle,I-PROJ
Road,I-PROJ
South),I-PROJ
Extension,I-PROJ
of,I-PROJ
Approval,I-PROJ
(Minor,I-PROJ
SD,I-PROJ
&,I-PROJ
LLA),I-PROJ
24-05,B-PROJ
The,I-PROJ
Lofts,I-PROJ
at,I-PROJ
Saratoga,I-PROJ
Village,I-PROJ
Blvd.,I-PROJ
Club,I-PROJ
House,I-PROJ
FBC,I-PROJ
Project,I-PROJ
Plan,I-PROJ
Amendment,O
Chairperson,O
Loewenstein,O
elevated,O
William,O
Smith,O
to,O
a,O
full,O
voting,O
member.,O
"23-17,",B-PROJ
Rainville,I-PROJ
",",I-PROJ
Minor,I-PROJ
Subdivision,I-PROJ
and,I-PROJ
Lot,I-PROJ
Line,I-PROJ
Adjustment,I-PROJ
(Extension,I-PROJ
of,I-PROJ
Approval),I-PROJ
Maria,O
Rainville,O
presented,O
and,O
requested,O
a,O
90-day,O
extension,O
for,O
her,O
project.,O
Rainville,O
noted,O
for,O
the,O
Board,O
that,O
the,O
delay,O
associated,O
with,O
the,O
project,O
related,O
to,O
obtaining,O
utilities,O
for,O
the,O
proposed,O
parce,O
ls.,O
Huizinga,O
noted,O
for,O
the,O
Board,O
that,O
the,O
project,O
was,O
originally,O
approved,O
on,O
October,O
"24,",O
2023,O
Huizinga,O
also,O
noted,O
that,O
the,O
applicant,O
was,O
waiting,O
on,O
Water,O
approval,O
from,O
the,O
Clifton,O
Park,O
Water,O
Authority,O
and,O
Sewer,O
approval,O
from,O
the,O
Saratoga,O
County,O
Sewer,O
District.,O
Huizinga,O
also,O
stated,O
that,O
the,O
Rainville’s,O
still,O
needed,O
to,O
satisfy,O
Planning,O
requirements,O
that,O
were,O
imposed,O
during,O
their,O
original,O
approval,O
.,O
Huizinga,O
noted,O
if,O
an,O
additional,O
extension,O
was,O
"needed,",O
the,O
Rainville’s,O
would,O
need,O
to,O
apply,O
for,O
an,O
extension,O
by,O
Friday,O
June,O
"28,",O
2024,O
to,O
be,O
on,O
the,O
July,O
Agenda.,O
Loewenstein,O
asked,O
Huizinga,O
if,O
the,O
applicant,O
was,O
waiting,O
on,O
Will,O
Serve,O
Letters,O
for,O
Water,O
and,O
Sewer.,O
Huizinga,O
confirmed,O
that,O
the,O
applicant,O
was,O
awaiting,O
Will,O
Serve,O
Letters,O
and,O
permission,O
from,O
the,O
Water,O
and,O
Sewer,O
companies,O
to,O
connect,O
to,O
their,O
lines,O
and,O
that,O
Planning,O
wouldn’t,O
sign,O
off,O
on,O
Final,O
Plans,O
until,O
all,O
requested,O
conditions,O
had,O
been,O
met,O
for,O
the,O
project.,O
BOARD,O
DISCUSSION,O
No,O
comments,O
from,O
the,O
Board.,O
Resolution,O
#202,O
4,O
–,O
5,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Kyle,O
Kordich,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
26th,O
day,O
of,O
March,O
",",O
2024,O
approves,O
a,O
90,O
-day,O
Extension,O
of,O
Approval,O
for,O
Project,O
#2,O
3-17,O
"Rainville,",O
Minor,O
Subdivision,O
and,O
Lot,O
Line,O
Adjustment,O
beyond,O
the,O
present,O
deadline,O
of,O
April,O
"24,",O
"2024,",O
extending,O
the,O
expiration,O
date,O
to,O
July,O
"23,",O
2024,O
VOTE:,B-VOTE
Kyle,B-VOTE
Kordich,I-VOTE
–,I-VOTE
YES;,I-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES;,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
7-0,I-VOTE
"24-05,",B-PROJ
The,I-PROJ
Lofts,I-PROJ
at,I-PROJ
Saratoga,I-PROJ
Village,I-PROJ
Blvd.,I-PROJ
Club,I-PROJ
house,I-PROJ
",",I-PROJ
Form,I-PROJ
Based,I-PROJ
Code,I-PROJ
Project,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
Public,I-PROJ
Hearing,I-PROJ
Robert,O
Hayes,O
p,O
resented,O
.,O
Hayes,O
noted,O
that,O
with,O
the,O
recent,O
expansion,O
of,O
the,O
Lofts,O
Phase,O
"2,",O
tenants,O
required,O
more,O
space,O
in,O
the,O
onsite,O
exercise,O
facility,O
due,O
to,O
crowding.,O
Hayes,O
also,O
noted,O
that,O
he,O
desired,O
to,O
consolidate,O
the,O
outdoor,O
amenity,O
space,O
by,O
constructing,O
an,O
attached,O
covered,O
pat,O
io,O
area,O
with,O
"seating,",O
a,O
"fireplace,",O
and,O
grills,O
for,O
tenants.,O
Hayes,O
noted,O
that,O
the,O
proposed,O
exercise,O
room,O
would,O
be,O
approximately,O
1000,O
SF,O
and,O
that,O
the,O
outdoor,O
patio,O
would,O
be,O
approximately,O
950,O
SF.,O
Hayes,O
noted,O
for,O
the,O
Board,O
that,O
initially,O
there,O
was,O
an,O
issue,O
wit,O
h,O
the,O
placement,O
of,O
the,O
expansion,O
due,O
to,O
an,O
onsite,O
County,O
Sewer,O
Easement.,O
Hayes,O
stated,O
that,O
he,O
worked,O
with,O
County,O
Sewer,O
and,O
that,O
they,O
gave,O
him,O
permission,O
to,O
build,O
the,O
expansion,O
that,O
would,O
minimally,O
encroach,O
upon,O
the,O
Easement.,O
Huizinga,O
noted,O
that,O
a,O
Public,O
H,O
earing,O
was,O
required,O
for,O
the,O
project,O
and,O
that,O
the,O
Board,O
could,O
only,O
comment,O
on,O
the,O
project,O
given,O
that,O
it,O
was,O
a,O
Form,O
Based,O
Code,O
(FBC),O
project,O
.,O
Huizinga,O
added,O
that,O
FBC,O
projects,O
only,O
required,O
Administrative,O
Approval,O
from,O
the,O
Building,O
and,O
Planning,O
Coordinator.,O
Huizinga,O
also,O
noted,O
that,O
Hayes,O
answered,O
all,O
of,O
her,O
questions,O
and,O
addressed,O
her,O
concerns,O
with,O
the,O
construction,O
of,O
the,O
addition,O
.,O
Huizinga,O
detailed,O
that,O
her,O
concerns,O
regarding,O
the,O
expansion,O
pertained,O
to,O
the,O
foundation,O
wall,O
being,O
built,O
within,O
the,O
sewer,O
easement,O
and,O
that,O
the,O
wall,O
itself,O
would,O
be,O
9,O
feet,O
deep,O
instead,O
of,O
4,O
feet,O
deep.,O
Huizinga,O
noted,O
that,O
the,O
reason,O
for,O
the,O
deeper,O
foundation,O
wall,O
was,O
a,O
request,O
made,O
by,O
Saratoga,O
County,O
Sewer.,O
Huizinga,O
stated,O
that,O
the,O
deeper,O
foundation,O
wall,O
would,O
be,O
at,O
the,O
same,O
level,O
a,O
s,O
the,O
sewer,O
main,O
itself,O
and,O
the,O
wall,O
would,O
better,O
withstand,O
a,O
sewer,O
main,O
break,O
if,O
one,O
were,O
to,O
occur.,O
Huizinga,O
added,O
that,O
Hayes,O
also,O
corrected,O
the,O
issue,O
originally,O
listed,O
on,O
the,O
plans,O
denoting,O
the,O
sewer,O
easement,O
as,O
belonging,O
to,O
the,O
Town,O
and,O
the,O
County,O
when,O
it,O
in,O
fact,O
was,O
only,O
owned,O
by,O
the,O
County,O
.,O
Huizinga,O
added,O
that,O
the,O
grills,O
would,O
need,O
to,O
be,O
cleared,O
by,O
Code,O
Enforcement,O
and,O
the,O
Fire,O
Department,O
.,O
Hayes,O
noted,O
that,O
he,O
planned,O
to,O
work,O
with,O
Planning,O
and,O
the,O
Project,O
Architect,O
with,O
regards,O
to,O
that,O
concern,O
when,O
the,O
time,O
came.,O
BOARD,O
DISCUSSION,O
No,O
comments,O
from,O
the,O
Board.,O
PUBLIC,O
HEARING,O
Loewenstein,O
opened,O
the,O
Public,O
Hearing,O
at,O
6:40,O
PM.,O
Shawn,O
Flynn,O
spoke,O
for,O
the,O
R,O
ound,O
Lake,O
Fire,O
Department,O
and,O
stated,O
that,O
he,O
was,O
concerned,O
with,O
fires,O
being,O
caused,O
by,O
the,O
grills,O
since,O
they,O
would,O
be,O
under,O
a,O
roof,O
.,O
Flynn,O
stated,O
that,O
he,O
was,O
concerned,O
that,O
a,O
fire,O
could,O
go,O
into,O
the,O
soffit,O
of,O
the,O
roof,O
and,O
create,O
a,O
larger,O
fire.,O
Hayes,O
stated,O
that,O
there,O
would,O
be,O
fire,O
s,O
uppression,O
systems,O
for,O
the,O
grills,O
.,O
Loewenstein,O
closed,O
the,O
Public,O
Hearing,O
at,O
6:41,O
PM.,O
Planning,O
Board,O
Business,O
MOTION,O
by,O
Dwight,O
Havens,O
SECONDED,O
by,O
Kyle,O
Kordich,O
to,O
accept,O
the,O
December,O
"19,",O
2023,O
minutes.,O
VOTE:,B-VOTE
Kyle,B-VOTE
Kordich,I-VOTE
–,I-VOTE
YES;,I-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
ABSTAIN,I-VOTE
;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
ABSTAIN,I-VOTE
;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
ABSTAIN,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
"CARRIED,",I-VOTE
5,I-VOTE
"Yes,",I-VOTE
and,I-VOTE
3,I-VOTE
Abstentions.,I-VOTE
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Frank,O
Mazza,O
to,O
accept,O
the,O
February,O
"27,",O
2024,O
minutes.,O
VOTE:,B-VOTE
Kyle,B-VOTE
Kordich,I-VOTE
-,I-VOTE
ABSTAIN,I-VOTE
;,I-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
–,I-VOTE
ABSTAIN,I-VOTE
;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
"CARRIED,",I-VOTE
6,I-VOTE
"Yes,",I-VOTE
and,I-VOTE
2,I-VOTE
Abstention,I-VOTE
s.,I-VOTE
Huizinga,O
noted,O
the,O
preliminary,O
agenda,O
for,O
the,O
April,O
"23,",O
2024,O
meeting.,O
Meeting,O
Adjournment,O
Stephen,O
Grandeau,O
MOTIONED,O
to,O
adjourn,O
the,O
meeting,O
to,O
the,O
next,O
regular,O
meeting,O
or,O
any,O
other,O
meeting,O
necessary,O
for,O
the,O
conduct,O
of,O
the,O
Planning,O
"Board,",O
SECONDED,O
by,O
Frank,O
Mazza,O
",",O
motion,O
carried,O
unanimously,O
at,O
6:47,O
PM.,O
Respectfully,O
submitted,O
"by,",O
David,O
E.,O
"Jaeger,",O
Jr.,O
Planning,O
Board,O
Secretary,O
Planning,O
Technicia,O
n,O
