Text,Label
The,O
Town,O
of,O
Malta,O
Planning,O
Board,O
held,O
its,O
regular,O
meeting,O
on,O
Tuesday,O
August,O
"22,",O
2023,O
at,O
6:30,O
p.m.,O
at,O
the,O
Malta,O
Town,O
"Hall,",O
with,O
"Co-Chairperson,",O
John,O
Viola,O
presiding:,O
Present:,B-PRESENT
John,B-PRESENT
Viola,I-PRESENT
Stephen,B-PRESENT
Grandeau,I-PRESENT
Ronald,B-PRESENT
Bormann,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
William,B-PRESENT
Smith,I-PRESENT
Kyle,B-PRESENT
Kordich,I-PRESENT
(LATE),O
Absent:,B-ABSENT
Jean,B-ABSENT
Loewenstein,I-ABSENT
Leejun,B-ABSENT
Taylor,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Chairperson,O
Viola,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
21-16,B-PROJ
Mountain,I-PROJ
View,I-PROJ
Estates,I-PROJ
Major,I-PROJ
Subdivision,I-PROJ
23-08,B-PROJ
Stein,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
22-21,B-PROJ
Stein,I-PROJ
Site,I-PROJ
Plan,I-PROJ
23-15,B-PROJ
Jersen,I-PROJ
Construction,I-PROJ
Group,I-PROJ
Site,I-PROJ
Plan,I-PROJ
(Concept),I-PROJ
23-14,B-PROJ
ES-TD,I-PROJ
Ventures,I-PROJ
Site,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
and,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
Chairperson,O
Viola,O
elevated,O
William,O
Smith,O
to,O
a,O
full,O
voting,O
member,O
Planning,O
Board,O
Business,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Frank,O
Mazza,O
to,O
accept,O
the,O
July,O
"25,",O
2023,O
minutes.,O
VOTE:,O
Stephen,O
Grandeau,O
-,O
YES,O
Ronald,O
Bormann,O
–,O
ABSTAIN,O
Frank,O
Mazza,O
–,O
YES,O
Dwight,O
Havens,O
-,O
YES,O
William,O
Smith,O
–,O
YES,O
John,O
Viola,O
-,O
ABSTAIN,O
Motion,O
"CARRIED,",O
4,O
"Yes,",O
and,O
2,O
Abstentions.,O
"21-16,",B-PROJ
Mountain,I-PROJ
View,I-PROJ
"Estates,",I-PROJ
Major,I-PROJ
Subdivision,I-PROJ
(Extension,I-PROJ
of,I-PROJ
Approval),I-PROJ
Scott,O
Lansing,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Lansing,O
noted,O
that,O
nothing,O
with,O
the,O
project,O
had,O
changed,O
since,O
the,O
initial,O
project,O
approval.,O
Lansing,O
also,O
noted,O
that,O
the,O
applicant,O
was,O
continuing,O
to,O
work,O
with,O
affiliated,O
state,O
agencies,O
to,O
obtain,O
all,O
necessary,O
approvals,O
for,O
the,O
project,O
and,O
that,O
the,O
Clifton,O
Park,O
Water,O
Authority,O
had,O
agreed,O
to,O
extend,O
the,O
Water,O
District,O
for,O
the,O
project.,O
Huizinga,O
noted,O
for,O
the,O
Board,O
that,O
the,O
applicant,O
was,O
only,O
allowed,O
a,O
90-day,O
Extension,O
of,O
Approval.,O
Huizinga,O
also,O
noted,O
that,O
if,O
additional,O
time,O
was,O
needed,O
after,O
the,O
granting,O
of,O
an,O
"extension,",O
the,O
applicant,O
would,O
need,O
to,O
request,O
an,O
additional,O
90-day,O
Extension.,O
Huizinga,O
stated,O
that,O
the,O
current,O
approval,O
was,O
only,O
valid,O
until,O
9.22.2023,O
and,O
if,O
an,O
Extension,O
of,O
Approval,O
was,O
granted,O
at,O
the,O
August,O
"meeting,",O
the,O
next,O
expiration,O
date,O
would,O
be,O
12.21.2023.,O
BOARD,O
DISCUSSION,O
No,O
Comments,O
from,O
the,O
Board,O
Resolution,O
#2023,O
–,O
33,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Ronald,O
Bormann,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
22nd,O
day,O
of,O
"August,",O
approves,O
a,O
90,O
day,O
Extension,O
of,O
Approval,O
for,O
Project,O
#21-16,O
Mountain,O
View,O
"Estates,",O
Major,O
Subdivision,O
extending,O
the,O
expiration,O
date,O
of,O
September,O
"22,",O
2023,O
to,O
December,O
"21,",O
2023,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
-,I-VOTE
YES,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
-,I-VOTE
YES,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES,I-VOTE
John,B-VOTE
Viola,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
6-0,I-VOTE
"22-21,",B-PROJ
"Stein,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
and,I-PROJ
"23-08,",I-PROJ
"Stein,",I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
Scott,O
Lansing,O
of,O
Lansing,O
Engineering,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Lansing,O
requested,O
project,O
approval.,O
Lansing,O
provided,O
architectural,O
renderings,O
and,O
described,O
them,O
in,O
detail.,O
Lansing,O
also,O
noted,O
that,O
all,O
requested,O
information,O
had,O
been,O
submitted,O
to,O
the,O
Planning,O
Board,O
and,O
that,O
a,O
contract,O
had,O
been,O
signed,O
with,O
Northwood,O
Water,O
Company,O
to,O
provide,O
water,O
to,O
the,O
site.,O
Lansing,O
also,O
noted,O
that,O
consistent,O
with,O
suggestions,O
by,O
Planning,O
"Staff,",O
a,O
flat,O
roof,O
design,O
had,O
been,O
proposed,O
for,O
the,O
building,O
instead,O
of,O
the,O
original,O
pitched,O
roof,O
design,O
reducing,O
the,O
overall,O
height,O
of,O
the,O
structure,O
.,O
Lansing,O
also,O
noted,O
that,O
the,O
applicant,O
decreased,O
the,O
size,O
of,O
the,O
building,O
from,O
139,O
units,O
to,O
136,O
"units,",O
the,O
retail,O
spaces,O
for,O
the,O
site,O
wo,O
uld,O
be,O
limit,O
ed,O
to,O
personal,O
servic,O
es,O
whic,O
h,O
will,O
reduce,O
potential,O
traffic,O
"impacts,",O
the,O
onsite,O
dumpster,O
was,O
relocated,O
away,O
from,O
adjac,O
ent,O
"properties,",O
and,O
additional,O
landsc,O
aping,O
was,O
add,O
ed,O
to,O
include,O
20’,O
evergree,O
n,O
trees.,O
Viola,O
ask,O
ed,O
Lansing,O
where,O
the,O
East,O
Line,O
Road,O
access,O
wo,O
uld,O
be,O
relocat,O
ed,O
to,O
if,O
a,O
roundabout,O
was,O
built,O
in,O
the,O
intersection.,O
Lansing,O
not,O
ed,O
that,O
the,O
East,O
Line,O
access,O
wo,O
uld,O
work,O
where,O
it,O
was,O
currently,O
propos,O
ed,O
even,O
wit,O
h,O
a,O
roundabout,O
style,O
intersect,O
ion.,O
Lansing,O
also,O
not,O
ed,O
that,O
if,O
the,O
intersection,O
became,O
a,O
roundabout,O
after,O
the,O
East,O
Line,O
access,O
improvements,O
were,O
"constructed,",O
that,O
entryway,O
wo,O
uld,O
change,O
from,O
the,O
currently,O
propos,O
ed,O
full,O
access,O
to,O
a,O
right,O
"in,",O
right,O
out,O
access,O
as,O
per,O
t,O
he,O
request,O
of,O
the,O
County,O
Planning,O
Board.,O
Lansing,O
also,O
not,O
ed,O
that,O
the,O
County,O
request,O
ed,O
that,O
the,O
applicant,O
relocate,O
the,O
East,O
Line,O
entrance,O
further,O
Nort,O
h,O
once,O
t,O
he,O
roundabout,O
were,O
construct,O
ed,O
and,O
that,O
the,O
applicant,O
was,O
willing,O
to,O
do,O
this,O
if,O
necessary.,O
Viola,O
ask,O
ed,O
if,O
Lansing,O
wo,O
uld,O
need,O
to,O
come,O
back,O
before,O
the,O
Board,O
to,O
approve,O
t,O
he,O
East,O
L,O
ine,O
access,O
relocation.,O
Huizinga,O
noted,O
that,O
the,O
need,O
to,O
come,O
back,O
t,O
o,O
the,O
Plannin,O
g,O
Board,O
for,O
the,O
access,O
relocation,O
may,O
be,O
moot,O
since,O
the,O
DOT,O
and,O
the,O
DEC,O
would,O
dictate,O
how,O
the,O
access,O
wo,O
uld,O
be,O
relocated.,O
Everhart,O
not,O
ed,O
that,O
despite,O
t,O
he,O
fact,O
that,O
other,O
agencies,O
may,O
require,O
relocat,O
"ion,",O
movem,O
ent,O
of,O
this,O
access,O
point,O
wo,O
uld,O
be,O
an,O
amendm,O
ent,O
to,O
the,O
Site,O
Pl,O
an,O
and,O
wo,O
uld,O
seem,O
to,O
trigger,O
further,O
Planning,O
Board,O
review.,O
Stein,O
spoke,O
and,O
not,O
ed,O
that,O
he,O
committ,O
ed,O
to,O
preserving,O
the,O
view,O
to,O
the,O
North,O
of,O
the,O
property,O
for,O
t,O
he,O
neighboring,O
community,O
by,O
planting,O
20,O
foot,O
tall,O
"pines,",O
and,O
by,O
potentially,O
removing,O
parking,O
spac,O
es,O
along,O
the,O
Norther,O
n,O
boundary.,O
Stein,O
also,O
not,O
ed,O
that,O
the,O
proposed,O
location,O
of,O
the,O
onsite,O
dumpster,O
wo,O
uld,O
be,O
relocated,O
to,O
limit,O
"noise,",O
and,O
he,O
would,O
install,O
speed,O
bumps,O
in,O
the,O
parking,O
lot,O
to,O
eliminate,O
the,O
possibility,O
of,O
t,O
he,O
site,O
becoming,O
a,O
cut,O
through,O
for,O
traffic.,O
Stein,O
added,O
that,O
he,O
also,O
spoke,O
wit,O
h,O
the,O
neighboring,O
landowners,O
to,O
the,O
Sout,O
h,O
to,O
discuss,O
the,O
possibility,O
of,O
purchasing,O
the,O
ir,O
property,O
to,O
alleviat,O
e,O
their,O
concerns,O
wit,O
h,O
his,O
developm,O
ent,O
going,O
"in,",O
and,O
committ,O
ed,O
to,O
a,O
full,O
restoration,O
of,O
the,O
onsite,O
church/school,O
building.,O
Stein,O
also,O
not,O
ed,O
that,O
he,O
was,O
committ,O
ed,O
to,O
relocating,O
the,O
church/school,O
before,O
or,O
after,O
restoration,O
if,O
necessitat,O
ed,O
by,O
the,O
construction,O
of,O
a,O
roundabout,O
at,O
the,O
Route,O
67,O
East,O
Line,O
Road,O
intersection.,O
Huizinga,O
confirm,O
ed,O
that,O
the,O
contract,O
for,O
water,O
service,O
t,O
o,O
the,O
site,O
had,O
bee,O
n,O
provid,O
ed,O
and,O
that,O
updat,O
ed,O
architectural,O
renderings,O
had,O
bee,O
n,O
received,O
by,O
t,O
he,O
Planning,O
Department.,O
H,O
uizinga,O
felt,O
that,O
the,O
project,O
was,O
ready,O
to,O
be,O
vot,O
ed,O
on,O
for,O
"SEQRA,",O
Site,O
"Plan,",O
and,O
Speci,O
al,O
Use,O
Permit.,O
Reuben,O
Hull,O
of,O
LaBella,O
Associat,O
es,O
noted,O
that,O
a,O
letter,O
of,O
No,O
Adverse,O
Impact,O
had,O
been,O
receiv,O
ed,O
from,O
NYS,O
Office,O
of,O
"Parks,",O
Recreat,O
"ion,",O
and,O
Historic,O
Preservatio,O
n,O
(OPRHP),O
and,O
recomm,O
ended,O
that,O
t,O
he,O
Planning,O
Board,O
consider,O
incorporating,O
into,O
any,O
approv,O
al,O
Resolut,O
"ion,",O
t,O
he,O
two,O
contingents,O
not,O
ed,O
in,O
the,O
OPRHP,O
letter.,O
Hull,O
also,O
noted,O
that,O
the,O
water,O
report,O
s,O
hould,O
be,O
updat,O
ed,O
to,O
reflect,O
that,O
the,O
source,O
of,O
water,O
wo,O
uld,O
be,O
Northwood,O
Water,O
inst,O
ead,O
of,O
the,O
Tow,O
n,O
of,O
Ballston,O
.,O
Hull,O
confirm,O
ed,O
that,O
the,O
entryways,O
m,O
et,O
applicable,O
"requirements,",O
but,O
that,O
if,O
a,O
roundabout,O
were,O
construct,O
ed,O
at,O
this,O
locat,O
"ion,",O
he,O
recommend,O
ed,O
that,O
bot,O
h,O
site,O
entrances,O
be,O
“Right,O
in,O
Right,O
out”,O
to,O
prevent,O
left,O
tur,O
n,O
conflicts,O
on,O
Rt.,O
67,O
and,O
on,O
East,O
Line,O
Road.,O
Hull,O
als,O
o,O
recomm,O
ended,O
"that,",O
if,O
the,O
Planning,O
Board,O
approv,O
ed,O
this,O
Applicat,O
"ion,",O
it,O
s,O
hould,O
consider,O
condit,O
ioning,O
approv,O
al,O
on,O
the,O
ong,O
oing,O
cooperation,O
of,O
the,O
Applicant,O
wit,O
h,O
the,O
To,O
"wn,",O
County,O
and,O
State,O
to,O
help,O
facilitate,O
the,O
propos,O
ed,O
roundabout.,O
Everhart,O
ask,O
ed,O
Hull,O
to,O
clarify,O
his,O
last,O
recommendation.,O
Hull,O
explai,O
ned,O
that,O
he,O
wanted,O
there,O
to,O
be,O
documentation,O
in,O
place,O
to,O
ensure,O
what,O
the,O
Planning,O
Board,O
want,O
ed,O
to,O
accomplis,O
h,O
wit,O
h,O
their,O
decisio,O
n,O
when,O
the,O
roundabout,O
desig,O
n,O
moved,O
forward.,O
Lansing,O
noted,O
that,O
he,O
wanted,O
to,O
keep,O
the,O
full,O
access,O
on,O
Route,O
67,O
because,O
he,O
felt,O
that,O
a,O
Right,O
in,O
Right,O
out,O
would,O
be,O
too,O
restrictive.,O
Lansing,O
also,O
noted,O
that,O
the,O
applicant,O
was,O
willing,O
to,O
do,O
whatever,O
was,O
necessary,O
to,O
move,O
the,O
process,O
forward,O
to,O
change,O
the,O
intersection,O
to,O
a,O
roundabout.,O
Chairperson,O
Vio,O
la,O
not,O
ed,O
that,O
Board,O
Member,O
Kordic,O
h,O
had,O
joined,O
the,O
meeting,O
at,O
7:07,O
P,O
M,O
and,O
ask,O
ed,O
him,O
to,O
come,O
t,O
o,O
the,O
dais.,O
BOARD,O
DISCUSSION,O
Smit,O
h,O
not,O
ed,O
that,O
he,O
felt,O
t,O
he,O
curr,O
ent,O
intersection,O
sufficiently,O
allow,O
ed,O
traffic,O
to,O
make,O
left,O
turns,O
off,O
of,O
East,O
Line,O
onto,O
Route,O
67,O
and,O
off,O
of,O
Route,O
67,O
into,O
the,O
project,O
site,O
even,O
if,O
the,O
intersection,O
wasn’t,O
changed.,O
Kordic,O
h,O
echo,O
ed,O
Smith’s,O
comments.,O
Viola,O
ask,O
ed,O
Hull,O
to,O
exp,O
lain,O
how,O
people,O
wou,O
ld,O
go,O
Sout,O
h,O
or,O
West,O
out,O
of,O
the,O
site,O
if,O
both,O
