Text,Label
The,O
Town,O
of,O
Malta,O
Planning,O
Board,O
held,O
its,O
regular,O
meeting,O
on,O
"Tuesday,",O
September,O
24,O
",",O
2024,O
at,O
6:30,O
p.m.,O
at,O
the,O
Malta,O
Town,O
"Hall,",O
with,O
Co,O
"-Chairperson,",O
John,O
Viola,O
presiding:,O
Present:,B-PRESENT
John,B-PRESENT
Viola,I-PRESENT
Jean,B-PRESENT
Loewenstein,I-PRESENT
Ronald,B-PRESENT
Bormann,I-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
William,B-PRESENT
Smith,I-PRESENT
Kyle,B-PRESENT
Kordich,I-PRESENT
(LATE),O
Absent:,B-ABSENT
Leejun,B-ABSENT
Taylor,I-ABSENT
Stephen,B-ABSENT
Grandeau,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Chairperson,O
Viola,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
23-05,B-PROJ
721,I-PROJ
NYS,I-PROJ
Route,I-PROJ
67,I-PROJ
(Heflin,I-PROJ
Apartments,I-PROJ
),I-PROJ
Site,I-PROJ
Plan,I-PROJ
Chairperson,O
Viola,O
elevated,O
William,O
Smith,O
to,O
full,O
voting,O
member,O
status,O
.,O
Planning,O
Board,O
Business,O
MOTION,O
by,O
John,O
Viola,O
SECONDED,O
by,O
Frank,O
Mazza,O
to,O
accept,O
the,O
August,O
27,O
",",O
2024,O
minutes.,O
VOTE:,B-VOTE
Kordich,B-VOTE
–,I-VOTE
yes,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
ABSTAIN,I-VOTE
;,O
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES;,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
ABSTAIN,I-VOTE
;,O
John,B-VOTE
Viola,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
with,I-VOTE
5,I-VOTE
YES,I-VOTE
and,I-VOTE
2,I-VOTE
ABSTENTIONS,I-VOTE
"23-05,",B-PROJ
721,I-PROJ
NYS,I-PROJ
Route,I-PROJ
67,I-PROJ
(Heflin,I-PROJ
Apartments),I-PROJ
",",I-PROJ
Site,I-PROJ
Plan,I-PROJ
Doug,O
Flynn,O
of,O
Lansing,O
Engineering,O
presented,O
for,O
the,O
applicant.,O
Flynn,O
stated,O
that,O
he,O
was,O
before,O
the,O
Board,O
to,O
request,O
SEQRA,O
and,O
Site,O
Plan,O
approval,O
in,O
order,O
for,O
the,O
project,O
to,O
be,O
able,O
to,O
apply,O
for,O
Army,O
Corps.,O
wetland,O
permits,O
and,O
pertinent,O
endangered,O
species,O
coordination.,O
Flynn,O
noted,O
that,O
the,O
parcel,O
is,O
a,O
"single,",O
8.11,O
-acre,O
parcel,O
that,O
is,O
zoned,O
C,O
-2,O
NYS,O
Route,O
67,O
West,O
Overlay.,O
Flynn,O
also,O
noted,O
that,O
the,O
site,O
is,O
currently,O
a,O
vacant,O
wooded,O
lot,O
with,O
ACOE,O
Wetlands,O
onsite,O
along,O
the,O
Ballston,O
Creek,O
that,O
ran,O
across,O
the,O
front,O
of,O
the,O
property.,O
Flynn,O
stated,O
that,O
the,O
project,O
would,O
be,O
to,O
con,O
struct,O
three,O
"(3),",O
eleven,O
-11,O
unit,O
apartment,O
buildings,O
with,O
associated,O
drives,O
and,O
parking,O
onsite.,O
Flynn,O
also,O
stated,O
that,O
the,O
project,O
would,O
feature,O
a,O
single,O
access,O
to,O
Route,O
67,O
that,O
would,O
extend,O
to,O
the,O
onsite,O
parking,O
areas,O
to,O
service,O
the,O
proposed,O
apartments.,O
Flynn,O
noted,O
that,O
each,O
building,O
would,O
feature,O
16,O
parking,O
spaces,O
with,O
an,O
additional,O
18,O
spaces,O
onsite,O
for,O
a,O
total,O
of,O
66,O
parking,O
spaces,O
to,O
meet,O
minimum,O
parking,O
standards.,O
Flynn,O
also,O
noted,O
that,O
comment,O
letters,O
had,O
been,O
received,O
from,O
the,O
Fire,O
"Department,",O
Labe,O
lla,O
"Associates,",O
Saratoga,O
County,O
"Planning,",O
and,O
the,O
Clifton,O
Park,O
Water,O
Authority,O
and,O
that,O
all,O
comments,O
to,O
date,O
had,O
been,O
replied,O
to.,O
Huizinga,O
spoke,O
for,O
Planning,O
.,O
Huizinga,O
noted,O
that,O
the,O
project,O
was,O
last,O
before,O
the,O
Board,O
in,O
December,O
2023,O
due,O
to,O
County,O
Plannin,O
g,O
requesting,O
additional,O
information.,O
Huizinga,O
stated,O
that,O
the,O
site,O
would,O
feature,O
thirty,O
-three,O
-33,O
apartments,O
in,O
"total,",O
that,O
the,O
buildings,O
would,O
be,O
2,O
"stories,",O
and,O
that,O
Planning,O
had,O
been,O
working,O
with,O
the,O
applicant,O
throughout,O
the,O
year,O
to,O
satisfy,O
all,O
Planning,O
and,O
Engineering,O
comments.,O
Huizinga,O
stated,O
that,O
all,O
Planning,O
comments,O
had,O
been,O
"satisfied,",O
that,O
the,O
applicant,O
provided,O
renderings,O
for,O
the,O
buildings,O
which,O
would,O
feature,O
a,O
grey,O
"-beige,",O
neutral,O
tone,O
with,O
vinyl,O
"siding,",O
white,O
"trim,",O
and,O
a,O
stone,O
veneer.,O
Huizinga,O
no,O
ted,O
that,O
the,O
applicant,O
addressed,O
firetruck,O
overhang,O
issues,O
that,O
were,O
still,O
present,O
in,O
"July,",O
that,O
they,O
received,O
Will,O
-Serve,O
correspondence,O
from,O
the,O
Clifton,O
Park,O
Water,O
"Authority,",O
and,O
noted,O
that,O
if,O
the,O
Board,O
felt,O
comfortable,O
moving,O
forward,O
with,O
SEQRA,O
",",O
she,O
reco,O
mmended,O
a,O
resolution,O
stating,O
that,O
the,O
project,O
was,O
consistent,O
with,O
the,O
town,O
-wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
that,O
no,O
further,O
SEQRA,O
review,O
was,O
needed.,O
Huizinga,O
added,O
that,O
if,O
the,O
Board,O
were,O
to,O
consider,O
project,O
approval,O
at,O
the,O
"meeting,",O
she,O
recommended,O
t,O
wo,O
conditions,O
of,O
"approval,",O
1,O
Obtaining,O
a,O
wetlands,O
disturbance,O
permit,O
and,O
2,O
Provide,O
a,O
copy,O
of,O
the,O
water,O
purveyor,O
approval,O
and/or,O
permit,O
.,O
Hull,O
spoke,O
for,O
Engineering,O
.,O
Hull,O
noted,O
that,O
the,O
most,O
recent,O
comments,O
were,O
"answered,",O
and,O
that,O
he,O
would,O
follow,O
up,O
with,O
a,O
response,O
letter,O
.,O
Hull,O
added,O
that,O
there,O
were,O
a,O
few,O
remaining,O
items,O
r,O
elated,O
to,O
threatened,O
and,O
endangered,O
"species,",O
DEC,O
permit,O
for,O
coverage,O
for,O
"stormwater,",O
and,O
the,O
NYSDOH,O
approval,O
letter,O
when,O
available,O
for,O
utilities.,O
Hull,O
no,O
ted,O
that,O
if,O
the,O
Board,O
were,O
to,O
approve,O
the,O
"project,",O
he,O
recommended,O
a,O
co,O
nditional,O
approval,O
based,O
on,O
the,O
outstanding,O
comments.,O
Hull,O
added,O
a,O
comment,O
about,O
the,O
proposed,O
privately,O
owned,O
road,O
.,O
He,O
stated,O
that,O
if,O
the,O
road,O
were,O
ever,O
to,O
be,O
turned,O
over,O
to,O
the,O
"Town,",O
i,O
t,O
would,O
need,O
to,O
be,O
reconstructed,O
to,O
meet,O
Town,O
Highway,O
standards,O
in,O
place,O
at,O
that,O
time.,O
BOARD,O
DISCUSSION,O
Prior,O
to,O
beginning,O
the,O
Board,O
"Discussion,",O
Chairperson,O
Viola,O
noted,O
for,O
the,O
Board,O
that,O
the,O
applicant,O
was,O
currently,O
seeking,O
a,O
SEQRA,O
Determination,O
but,O
that,O
if,O
the,O
Board,O
felt,O
"comfortable,",O
they,O
could,O
move,O
forward,O
to,O
approve,O
the,O
entire,O
Site,O
Plan,O
if,O
they,O
desired.,O
Bormann,O
asked,O
about,O
the,O
Traffic,O
Study,O
that,O
was,O
cited,O
at,O
the,O
last,O
meeting,O
and,O
asked,O
if,O
it,O
took,O
into,O
account,O
the,O
increased,O
traffic,O
that,O
would,O
be,O
created,O
by,O
the,O
project,O
and,O
the,O
additional,O
construction,O
traffic,O
created,O
by,O
other,O
approved,O
projects,O
in,O
the,O
area.,O
Hull,O
noted,O
that,O
the,O
report,O
was,O
reviewed,O
but,O
that,O
he,O
did,O
not,O
have,O
it,O
with,O
him,O
to,O
cite,O
for,O
Bormann.,O
Hull,O
asked,O
Flynn,O
if,O
the,O
report,O
included,O
temporary,O
construction,O
traffic.,O
Flynn,O
stated,O
that,O
he,O
believed,O
the,O
report,O
was,O
based,O
on,O
the,O
full,O
buildout,O
of,O
the,O
completed,O
project.,O
Bormann,O
asked,O
if,O
other,O
approved,O
projects,O
in,O
the,O
area,O
were,O
considered,O
in,O
the,O
report.,O
Flynn,O
stated,O
that,O
he,O
wa,O
sn’t,O
sure,O
but,O
that,O
he,O
did,O
coordinate,O
with,O
VHB,O
about,O
traffic,O
concerns,O
and,O
was,O
unsure,O
specifically,O
what,O
the,O
data,O
took,O
into,O
consideration.,O
Mazza,O
asked,O
if,O
the,O
turning,O
radius,O
concern,O
Chief,O
Shaw,O
had,O
at,O
the,O
previous,O
meeting,O
had,O
been,O
addressed.,O
Flynn,O
stated,O
that,O
the,O
plan,O
had,O
been,O
modified,O
to,O
show,O
more,O
substantial,O
snow,O
removal,O
areas,O
that,O
would,O
not,O
impact,O
the,O
fire,O
apparatus,O
turning,O
radii,O
of,O
the,O
proposed,O
cul,O
-de-sac.,O
Hull,O
added,O
that,O
an,O
additional,O
concern,O
related,O
to,O
overhang,O
had,O
been,O
addressed,O
as,O
well,O
for,O
fire,O
ap,O
paratus,O
access,O
with,O
the,O
relocation,O
of,O
onsite,O
landscaping,O
and,O
additional,O
pavement,O
being,O
added,O
at,O
the,O
turn,O
around.,O
Havens,O
asked,O
if,O
the,O
road,O
would,O
be,O
able,O
to,O
handle,O
the,O
weight,O
of,O
heavier,O
firetrucks.,O
Hull,O
stated,O
that,O
the,O
sub,O
-base,O
of,O
the,O
road,O
that,O
was,O
typical,O
ly,O
what,O
was,O
considered,O
when,O
determining,O
if,O
a,O
road,O
could,O
handle,O
fire,O
apparatus,O
was,O
"sufficient,",O
but,O
that,O
other,O
details,O
prevented,O
the,O
road,O
from,O
being,O
built,O
to,O
Town,O
Highway,O
standards.,O
Hull,O
added,O
that,O
there,O
wouldn’t,O
be,O
issues,O
from,O
a,O
functionality,O
standpoint.,O
Smith,O
asked,O
if,O
there,O
were,O
any,O
special,O
engineering,O
requirements,O
for,O
the,O
bridge,O
since,O
it,O
would,O
be,O
privately,O
owned,O
and,O
maintained.,O
Flynn,O
stated,O
that,O
the,O
owner,O
would,O
be,O
putting,O
in,O
a,O
bottomless,O
arch,O
culvert.,O
Flynn,O
also,O
noted,O
that,O
Army,O
Corps.,O
stated,O
that,O
an,O
actual,O
bridge,O
was,O
a,O
valid,O
alternative,O
to,O
a,O
bottomless,O
culvert,O
if,O
it,O
were,O
preferred.,O
Hull,O
noted,O
that,O
the,O
structure,O
would,O
be,O
designed,O
and,O
signed,O
off,O
by,O
a,O
structural,O
engineer,O
that,O
would,O
need,O
to,O
go,O
through,O
building,O
permit,O
consideration,O
with,O
Code,O
Enforcement.,O
Kordich,O
asked,O
Hull,O
if,O
the,O
concrete,O
box,O
culvert,O
would,O
require,O
its,O
own,O
separate,O
engineering,O
review.,O
Hull,O
confirmed.,O
Loewenstein,O
asked,O
if,O
the,O
applicant,O
completed,O
a,O
SWPPP.,O
Hull,O
stated,O
that,O
the,O
only,O
hold,O
up,O
on,O
final,O
sign,O
off,O
of,O
the,O
SWPP,O
was,O
a,O
report,O
on,O
endangered,O
and,O
threatened,O
species,O
onsite.,O
Resolution,O
#2024,O
–,O
21,O
SEQRA,O
MOTION,O
by,O
Jean,O
Loewenstein,O
SECONDED,O
by,O
Kyle,O
Kordich,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
24th,O
day,O
of,O
"September,",O
2024,O
finds,O
that,O
Project,O
#23,O
"-05,",O
721,O
NYS,O
Route,O
67,O
multi,O
-family,O
Site,O
"Plan,",O
is,O
consistent,O
with,O
the,O
Supplemental,O
Town,O
Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
therefore,O
no,O
further,O
SEQRA,O
review,O
is,O
required.,O
VOTE:,B-VOTE
Kyle,I-VOTE
Kordich,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES;,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES;,I-VOTE
John,B-VOTE
Viola,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
7,I-VOTE
0,I-VOTE
Prior,O
to,O
moving,O
forward,O
Viola,O
asked,O
the,O
Board,O
if,O
they,O
wanted,O
to,O
vote,O
on,O
the,O
Site,O
Plan,O
or,O
if,O
th,O
ey,O
wanted,O
to,O
wait,O
until,O
the,O
Saratoga,O
County,O
Planning,O
Board,O
was,O
satisfied,O
with,O
the,O
project.,O
Bormann,O
stated,O
that,O
he,O
didn’t,O
want,O
to,O
move,O
forward,O
until,O
his,O
questions,O
about,O
the,O
traffic,O
study,O
were,O
answered.,O
Havens,O
asked,O
for,O
clarification,O
on,O
what,O
the,O
delay,O
was,O
from,O
the,O
Saratoga,O
County,O
Planning,O
Board,O
.,O
Huizinga,O
stated,O
that,O
Planning,O
had,O
not,O
received,O
any,O
additional,O
correspondence,O
from,O
the,O
County,O
in,O
over,O
30,O
days,O
",",O
and,O
that,O
the,O
applicant,O
had,O
responded,O
to,O
County,O
Planning,O
Comments,O
.,O
Huizinga,O
added,O
that,O
it,O
was,O
“unusual”,O
for,O
the,O
County,O
in,O
delaying,O
a,O
decision,O
by,O
requesting,O
that,O
the,O
Malta,O
Planning,O
Board,O
wait,O
to,O
approve,O
the,O
project,O
until,O
the,O
applicant,O
received,O
a,O
District,O
Extension,O
from,O
the,O
existing,O
Clifton,O
Park,O
Water,O
Aut,O
hority,O
that,O
would,O
