Text,Label
The,O
Town,O
of,O
Malta,O
Planning,O
Board,O
held,O
its,O
regular,O
meeting,O
on,O
"Tuesday,",O
August,O
27,O
",",O
2024,O
at,O
6:30,O
p.m.,O
at,O
the,O
Malta,O
Town,O
"Hall,",O
with,O
Co,O
"-Chairperson,",O
John,O
Viola,O
presiding:,O
Present:,B-PRESENT
John,B-PRESENT
Viola,I-PRESENT
Stephen,B-PRESENT
Grandeau,I-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
William,B-PRESENT
Smith,I-PRESENT
Leejun,B-PRESENT
Taylor,I-PRESENT
Kyle,B-PRESENT
Kordich,I-PRESENT
(LATE),O
Absent:,B-ABSENT
Jean,B-ABSENT
Loewenstein,I-ABSENT
Ronald,B-ABSENT
Bormann,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Chairperson,O
Viola,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
24-08,O
Philly,B-PROJ
Subdivision,I-VOTE
(Stewart’s,I-VOTE
Road,I-VOTE
),I-VOTE
Minor,I-VOTE
Subdivision,I-VOTE
21-18,B-PROJ
4,I-VOTE
Old,I-VOTE
Stonebreak,I-VOTE
Road,I-VOTE
Warehouse,I-VOTE
Site,I-VOTE
Plan,I-VOTE
24-15,B-PROJ
Parker,I-VOTE
Truck,I-VOTE
Repair,I-VOTE
-2653,I-VOTE
US,I-VOTE
Route,I-VOTE
9),I-VOTE
Site,I-VOTE
Plan,I-VOTE
(Concept),I-VOTE
Chairperson,O
Viola,O
elevated,O
William,O
Smith,O
and,O
Leejun,O
Taylor,O
to,O
full,O
voting,O
member,O
status,O
.,O
Planning,O
Board,O
Business,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Frank,O
Mazza,O
to,O
accept,O
the,O
July,O
"23,",O
2024,O
and,O
June,O
25,O
",",O
2024,O
minutes.,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES;,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
-,I-VOTE
ABSTAIN,B-VOTE
;,O
John,B-VOTE
Viola,I-VOTE
–,I-VOTE
ABSTAIN,I-VOTE
"24-08,",B-PROJ
Philly,I-PROJ
Subdivision,B-VOTE
(Stewart’s,B-VOTE
Road,B-VOTE
"),",B-VOTE
Minor,B-VOTE
Subdivision,B-VOTE
Public,B-VOTE
Hearing,B-VOTE
Chuck,O
Marshall,O
of,O
Stewart’s,O
Shops,O
Corp.,O
presented,O
.,O
Marshall,O
noted,O
that,O
since,O
the,O
last,O
"presentation,",O
the,O
only,O
changes,O
were,O
the,O
alteration,O
of,O
the,O
lot,O
dimensions,O
involved,O
in,O
the,O
change,O
in,O
the,O
curvature,O
of,O
the,O
proposed,O
"road,",O
that,O
the,O
proposed,O
tax,O
lots,O
were,O
provided,O
to,O
the,O
"Town,",O
and,O
that,O
the,O
LaBella,O
Associates,O
technical,O
comments,O
needed,O
to,O
be,O
add,O
ressed.,O
Marshall,O
noted,O
that,O
he,O
felt,O
the,O
comments,O
could,O
be,O
addressed,O
via,O
a,O
condition,O
of,O
approval.,O
Marshall,O
also,O
noted,O
that,O
once,O
the,O
project,O
was,O
"approved,",O
Charlie’s,O
Stay,O
and,O
Play,O
(Charlie’s),O
would,O
be,O
released,O
from,O
an,O
existing,O
LLC,O
with,O
Stewart’s,O
and,O
that,O
they,O
would,O
receive,O
ownership,O
of,O
their,O
parcel,O
that,O
would,O
be,O
separate,O
from,O
the,O
road,O
parcel,O
and,O
the,O
parcel,O
to,O
the,O
South,O
of,O
the,O
road,O
would,O
be,O
retained,O
by,O
Stewart’s.,O
Marshall,O
also,O
stated,O
that,O
the,O
comments,O
related,O
to,O
lighting,O
along,O
the,O
road,O
would,O
be,O
addressed,O
by,O
ins,O
talling,O
solar,O
powered,O
lighting,O
along,O
the,O
road,O
instead,O
of,O
needing,O
to,O
run,O
the,O
utilities,O
for,O
underground,O
wiring.,O
Huizinga,O
spoke,O
for,O
Planning.,O
Huizinga,O
stated,O
that,O
the,O
applicant,O
had,O
addressed,O
Planning’s,O
comments,O
since,O
their,O
last,O
presentation.,O
Huizinga,O
added,O
that,O
of,O
the,O
proposed,O
"lots,",O
lot,O
#1,O
(North,O
of,O
the,O
road),O
would,O
be,O
approximately,O
93,O
"acres,",O
lot,O
#2,O
(South,O
of,O
the,O
road),O
would,O
be,O
5.3,O
"acres,",O
lot,O
#3,O
(Charlie’s),O
would,O
be,O
5.6,O
acres,O
",",O
and,O
lot,O
#4,O
(road,O
parcel),O
would,O
be,O
2.8,O
acres.,O
Huizinga,O
also,O
added,O
that,O
the,O
pro,O
posed,O
lots,O
met,O
C,O
-8,O
zoning,O
and,O
that,O
the,O
existing,O
PDD,O
lots,O
would,O
not,O
be,O
changed.,O
Huizinga,O
stated,O
that,O
Planning’s,O
SEQR,O
recommendation,O
i,O
s,O
that,O
the,O
project,O
is,O
consistent,O
with,O
the,O
Supplemental,O
Town,O
-Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
that,O
no,O
further,O
review,O
w,O
as,O
necessary,O
.,O
She,O
recommended,O
the,O
Board,O
require,O
a,O
condition,O
of,O
approval,O
",",O
that,O
the,O
applicant,O
address,O
LaBella’s,O
comments,O
related,O
to,O
the,O
road,O
and,O
the,O
proposed,O
tax,O
lots,O
map,O
be,O
incorporated,O
in,O
the,O
final,O
subdivision,O
plan,O
set.,O
She,O
also,O
recommended,O
a,O
note,O
be,O
added,O
to,O
the,O
plan,O
stating,O
that,O
the,O
Town,O
would,O
not,O
be,O
responsible,O
for,O
maintaining,O
the,O
stormwater,O
management,O
area,O
on,O
lot,O
#1.,O
Hull,O
spoke,O
for,O
Engineering,O
.,O
Hull,O
noted,O
that,O
most,O
of,O
his,O
comments,O
were,O
addressed,O
but,O
that,O
the,O
stormwater,O
management,O
plan,O
f,O
or,O
the,O
project,O
still,O
needed,O
to,O
be,O
reviewed.,O
Kyle,O
Kordich,O
arrived,O
at,O
6:38,O
PM.,O
Everhart,O
asked,O
Marshall,O
if,O
he,O
would,O
object,O
to,O
the,O
Planning,O
Board,O
imposing,O
a,O
condition,O
that,O
would,O
request,O
Stewart’s,O
to,O
offer,O
the,O
road,O
for,O
dedication,O
to,O
the,O
Town,O
excluding,O
the,O
sto,O
rmwater,O
management,O
area.,O
Marshall,O
stated,O
that,O
he,O
had,O
no,O
issues,O
with,O
that.,O
Everhart,O
asked,O
Huizinga,O
if,O
the,O
proposed,O
condition,O
would,O
satisfy,O
her,O
concerns,O
about,O
the,O
ownership,O
of,O
the,O
stormwater,O
management,O
area.,O
Huizinga,O
stated,O
that,O
she,O
would,O
agree,O
to,O
such,O
a,O
condition,O
and,O
added,O
for,O
clarification,O
that,O
she,O
would,O
want,O
to,O
see,O
the,O
long,O
-,O
term,O
operation,O
and,O
maintenance,O
of,O
the,O
stormwater,O
management,O
area,O
outside,O
of,O
the,O
Town’s,O
right,O
-of-way,O
to,O
be,O
the,O
applicant’s,O
responsibility.,O
Huizinga,O
further,O
clarified,O
that,O
the,O
catch,O
ba,O
sins,O
on,O
the,O
road,O
would,O
be,O
the,O
responsibility,O
of,O
the,O
Town,O
but,O
that,O
the,O
stormwater,O
management,O
areas/basins/ponds,O
would,O
be,O
the,O
responsibility,O
of,O
the,O
applicant,O
to,O
maintain.,O
BOARD,O
DISCUSSION,O
Taylor,O
asked,O
if,O
the,O
solar,O
lighting,O
would,O
work,O
in,O
the,O
Winter.,O
Marshall,O
stated,O
that,O
he,O
believed,O
the,O
lights,O
would,O
work,O
in,O
the,O
Winter,O
.,O
PUBLIC,O
HEARING,O
Chairperson,O
Viola,O
reopened,O
the,O
Public,O
Hearing,O
at,O
6:41,O
PM.,O
No,O
comments,O
were,O
received,O
from,O
the,O
public,O
.,O
Chairperson,O
Viola,O
closed,O
the,O
Public,O
Hearing,O
at,O
6:42,O
PM.,O
Resolution,O
#2024,O
–,O
17,O
SEQRA,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Kyle,O
Kordich,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
2,O
7th,O
day,O
of,O
August,O
",",O
2024,O
determines,O
that,O
Project,O
#24,O
"-08,",O
Philly,O
Subdivision,O
",",O
Minor,O
Subdivision,O
",",O
is,O
consistent,O
with,O
the,O
Supplemental,O
Town,O
Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
therefore,O
no,O
further,O
SEQRA,O
review,O
is,O
required.,O
VOTE:,O
Kyle,O
Kordich,O
–,O
YES;,O
Stephen,O
Grandeau,O
–,O
YES;,O
Frank,O
Mazza,O
–,O
YES;,O
Dwigh,O
t,O
Havens,O
–,O
YES;,O
William,O
Smith,O
–,O
YES;,O
Leejun,O
Taylor,O
-,O
YES;,O
John,O
Viola,O
–,O
YES,O
Motion,O
CARRIED,O
7-0,O
Resolution,O
#2024,O
–,O
18,O
MOTION,O
by,O
Frank,O
Mazza,O
SECONDED,O
by,O
Stephen,O
Grandeau,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
2,O
7th,O
day,O
of,O
August,O
",",O
2024,O
determines,O
that,O
Project,O
#24,O
"-08,",O
Philly,O
Subdivision,O
",",O
Minor,O
Subdivision,O
",",O
with,O
the,O
following,O
conditions,O
:,O
1,O
The,O
applicant,O
offers,O
the,O
proposed,O
roadway,O
to,O
the,O
Town,O
for,O
dedication.,O
2,O
The,O
applicant,O
address,O
all,O
outstanding,O
Engineering,O
comments,O
dated,O
August,O
"23,",O
2,O
24,O
3,O
That,O
the,O
“Proposed,O
Tax,O
Map,O
Parcel,O
”,O
sheet,O
be,O
incorporated,O
in,O
the,O
final,O
plan,O
set,O
.,O
4,O
That,O
the,O
Stormwater,O
Management,O
Area,O
be,O
owned,O
and,O
maintained,O
by,O
the,O
owner,O
of,O
lot,O
#1.,O
VOTE:,B-VOTE
Kyle,B-VOTE
Kordich,I-VOTE
–,I-VOTE
YES;,I-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES;,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
-,I-VOTE
YES;,I-VOTE
John,B-VOTE
Viola,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
7-0,I-VOTE
"21-18,",B-PROJ
4,I-PROJ
Old,I-PROJ
Stonebreak,I-PROJ
Road,I-PROJ
"Warehouse,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
Dave,O
Kimmer,O
of,O
ABD,O
Engineering,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Kimmer,O
noted,O
that,O
the,O
project,O
was,O
last,O
before,O
the,O
Board,O
in,O
June,O
and,O
since,O
that,O
time,O
the,O
comments,O
received,O
from,O
Engineering,O
and,O
the,O
Board,O
had,O
been,O
addressed.,O
Kimmer,O
noted,O
that,O
more,O
pavemen,O
t,O
would,O
be,O
proposed,O
and,O
that,O
the,O
truck,O
turning,O
plan,O
had,O
been,O
amended,O
to,O
allow,O
for,O
better,O
circulation.,O
Kimmer,O
also,O
noted,O
that,O
the,O
North,O
-side,O
of,O
the,O
building,O
would,O
receive,O
more,O
landscaping,O
and,O
a,O
more,O
aesthetic,O
design,O
with,O
color,O
accents,O
and,O
a,O
stone,O
water,O
board,O
along,O
the,O
office,O
portion,O
of,O
the,O
building.,O
Kimmer,O
added,O
that,O
the,O
requested,O
photometric,O
plan,O
had,O
been,O
submitted,O
and,O
that,O
Engineering,O
noted,O
that,O
they,O
were,O
concerned,O
with,O
the,O
proposed,O
lighting,O
creat,O
es,O
more,O
than,O
1.0,O
foot,O
-candles,O
(fc),O
of,O
light,O
in,O
the,O
parking,O
lo,O
t,O
as,O
required,O
by,O
Malta,O
code.,O
Kimmer,O
stated,O
that,O
the,O
applicant,O
could,O
amend,O
the,O
lighting,O
plan,O
to,O
allow,O
for,O
only,O
1.0,O
fc,O
of,O
lighting,O
on,O
the,O
property,O
but,O
felt,O
that,O
th,O
e,O
way,O
the,O
lighting,O
was,O
proposed,O
would,O
not,O
adversely,O
affect,O
neighboring,O
properties,O
since,O
no,O
ligh,O
t,O
would,O
spill,O
onto,O
neighboring,O
properties.,O
Kimmer,O
added,O
that,O
the,O
applicant,O
would,O
like,O
to,O
keep,O
the,O
lighting,O
as,O
it,O
was,O
currently,O
proposed,O
to,O
allow,O
for,O
enough,O
lighting,O
on,O
the,O
property.,O
Huizinga,O
noted,O
that,O
the,O
Board,O
discussed,O
architecture,O
at,O
the,O
last,O
meeting,O
since,O
two,O
façades,O
of,O
the,O
building,O
faced,O
the,O
road.,O
Huizinga,O
also,O
noted,O
that,O
the,O
applicant,O
improved,O
the,O
design,O
by,O
adding,O
some,O
stonework/brick,O
façade,O
along,O
the,O
office,O
portion,O
and,O
change,O
d,O
the,O
design,O
of,O
the,O
metal,O
work,O
along,O
the,O
office,O
portion,O
of,O
the,O
building,O
to,O
break,O
up,O
the,O
design.,O
Huizinga,O
added,O
that,O
additional,O
landscaping,O
had,O
been,O
added,O
to,O
the,O
plan,O
as,O
requested,O
.,O
She,O
recommended,O
for,O
SEQR,O
review,O
that,O
the,O
project,O
was,O
consistent,O
with,O
the,O
Supplemental,O
Town,O
-Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
that,O
no,O
further,O
SEQR,O
review,O
was,O
needed,O
.,O
Huizinga,O
recommended,O
a,O
condition,O
of,O
approval,O
for,O
the,O
applicant,O
to,O
address,O
engineering,O
comments,O
and,O
to,O
change,O
the,O
remaining,O
non,O
-native,O
planting,O
on,O
the,O
plan,O
to,O
a,O
native,O
variety,O
.,O
Hull,O
s,O
poke,O
for,O
Engineering,O
and,O
noted,O
that,O
all,O
previous,O
co,O
mments,O
had,O
been,O
"addressed,",O
that,O
the,O
fire,O
department,O
was,O
satisfied,O
with,O
the,O
"design,",O
that,O
the,O
SWPPP,O
would,O
need,O
to,O
be,O
updated,O
for,O
the,O
"project,",O
and,O
that,O
the,O
lighting,O
issue,O
was,O
a,O
