Text,Label
The,O
Town,O
of,O
Malta,O
Planning,O
Board,O
held,O
a,O
Special,O
meeting,O
on,O
Wednesday,O
",",O
May,O
"31,",O
2023,O
at,O
6:30,O
p.m.,O
at,O
the,O
Malta,O
Town,O
"Hall,",O
with,O
Co,O
"-Chairperson,",O
John,O
Viola,O
presiding:,O
Present:,B-PRESENT
Stephen,B-PRESENT
Grandeau,I-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
Jean,B-PRESENT
Loewenstein,I-PRESENT
John,B-PRESENT
Viola,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
Ronald,B-PRESENT
Bormann,I-PRESENT
Leejun,B-PRESENT
Taylor,I-PRESENT
Kyle,B-PRESENT
Kordich,I-PRESENT
Absent:,B-ABSENT
William,B-ABSENT
Smith,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Co-Chairperson,O
Viola,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
16-09,B-PROJ
Independent,I-PROJ
Senior,I-PROJ
Apartments,I-PROJ
Extension,I-PROJ
of,I-PROJ
Approval,I-PROJ
23-11,B-PROJ
Retrograde,I-PROJ
Recon,I-PROJ
Center,I-PROJ
Site,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
23-01,B-PROJ
2272,I-PROJ
US,I-PROJ
-9,I-PROJ
Senior,I-PROJ
Apartments,I-PROJ
Site,I-PROJ
Plan,I-PROJ
23-01A,B-PROJ
2272,I-PROJ
US,I-PROJ
-9,I-PROJ
Senior,I-PROJ
Apartments,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
Co-Chairperson,O
Viola,O
elevated,O
Leejun,O
Taylor,O
to,O
full,O
Board,O
Member,O
status.,O
"16-09,",B-PROJ
Indep,I-PROJ
endent,I-PROJ
Senior,I-PROJ
"Apartments,",I-PROJ
Site,I-PROJ
P,I-PROJ
lan,I-PROJ
(Extensio,I-PROJ
n,I-PROJ
of,I-PROJ
Approval),I-PROJ
The,O
applicant,O
requested,O
an,O
extension,O
of,O
site,O
plan,O
"approval,",O
originally,O
granted,O
on,O
6/21/2016,O
to,O
construct,O
a,O
"4-story,",O
-100,O
unit,O
senior,O
living,O
(55+),O
apartment,O
complex,O
on,O
a,O
5.8,O
acre,O
lease,O
parcel.,O
The,O
complex,O
included,O
resident,O
"dining,",O
"library,",O
"theater,",O
fitness,O
"center,",O
"salon,",O
country,O
"store,",O
and,O
multiple,O
gathering,O
and,O
activity,O
spaces.,O
Owner/Applicant:,O
Saratoga,O
Hospital;,O
Location:,O
Medical,O
Park,O
Drive;,O
Parcel,O
ID:,O
229.-2-75.111;,O
Zoning:,O
PDD,O
No.,O
52,O
Matt,O
Brobston,O
of,O
the,O
LA,O
Group,O
presented,O
for,O
the,O
applicant.,O
Brobston,O
requested,O
an,O
extension,O
of,O
approval,O
for,O
the,O
project.,O
Huizinga,O
spoke,O
for,O
the,O
Planning,O
Department.,O
Huizinga,O
noted,O
that,O
the,O
last,O
approval,O
was,O
in,O
2021,O
and,O
that,O
the,O
current,O
approval,O
would,O
next,O
expire,O
on,O
June,O
"26,",O
2023,O
Huizinga,O
recommended,O
a,O
two,O
-2,O
year,O
extension.,O
Resolution,O
#2023,O
–,O
22,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Jean,O
Loewenstein,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
31st,O
day,O
of,O
"May,",O
approves,O
Project,O
"#16-09,",B-PROJ
Independent,I-PROJ
Senior,I-PROJ
"Apartments,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
Extension,I-PROJ
of,I-PROJ
"Approval,",I-PROJ
until,O
June,O
"26,",O
2025,O
as,O
presented:,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
-,I-VOTE
YES,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
-,I-VOTE
YES,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
–,I-VOTE
YES,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
John,B-VOTE
Viola,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
7-0,I-VOTE
"23-11,",B-PROJ
Retrograde,I-PROJ
Recon,I-PROJ
"Center,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
Amendment,I-PROJ
Scott,O
Lansing,O
of,O
Lansing,O
Engineering,O
presented,O
for,O
the,O
applicant.,O
Lansing,O
stated,O
that,O
he,O
was,O
before,O
the,O
Board,O
to,O
request,O
approval,O
for,O
a,O
Site,O
Plan,O
Amendment,O
and,O
to,O
note,O
changes,O
that,O
had,O
been,O
made,O
to,O
the,O
design,O
of,O
the,O
facility,O
since,O
the,O
last,O
Planning,O
Board,O
meeting.,O
The,O
original,O
Site,O
Plan,O
was,O
approved,O
on,O
2/28/2023.,O
The,O
app,O
licant,O
decided,O
to,O
decrease,O
the,O
size,O
of,O
the,O
facility,O
due,O
to,O
financial,O
reasons.,O
Lansing,O
noted,O
that,O
the,O
back,O
portion,O
of,O
the,O
facility,O
was,O
"removed,",O
decreasing,O
the,O
size,O
of,O
the,O
facility,O
from,O
"18,927",O
SF,O
to,O
"15,092",O
"SF,",O
and,O
it,O
featured,O
an,O
extra,O
service,O
bay,O
since,O
the,O
project,O
was,O
originally,O
approved,O
increasing,O
the,O
number,O
of,O
service,O
bays,O
from,O
16,O
to,O
17,O
Lansing,O
also,O
noted,O
that,O
the,O
number,O
of,O
parking,O
spaces,O
onsite,O
increased,O
with,O
the,O
change,O
to,O
the,O
facility,O
from,O
174,O
spaces,O
to,O
190,O
spaces.,O
Floria,O
Huizinga,O
spoke,O
for,O
the,O
Planning,O
Department.,O
Huizinga,O
noted,O
that,O
she,O
felt,O
the,O
project,O
was,O
consistent,O
with,O
the,O
Town-,O
Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
with,O
regards,O
to,O
SEQRA,O
and,O
recommended,O
that,O
no,O
further,O
SEQRA,O
review,O
was,O
required.,O
BOARD,O
DISCUSSION,O
Loewenstein,O
asked,O
Engineering,O
if,O
they,O
had,O
any,O
comments,O
regarding,O
earlier,O
comment,O
letters.,O
Reuben,O
Hull,O
of,O
LaBella,O
Associates,O
stated,O
that,O
he,O
was,O
satisfied,O
with,O
the,O
applicant’s,O
response,O
to,O
their,O
comments.,O
There,O
were,O
no,O
other,O
comments,O
from,O
the,O
Board.,O
Resolution,O
#2023,O
–,O
23,O
SEQRA,O
MOTION,O
by,O
Je,O
an,O
Loewenstein,O
SECONDED,O
by,O
Stephen,O
Grandeau,O
to,O
resolve,O
that,O
the,O
Malt,O
a,O
Planning,O
Board,O
on,O
t,O
he,O
31st,O
day,O
of,O
"May,",O
2023,O
determin,O
es,O
that,O
Project,O
#23-,O
"11,",O
Retrograde,O
Recon,O
"Center,",O
Site,O
P,O
lan,O
Amendm,O
ent,O
is,O
consist,O
ent,O
with,O
the,O
Supplement,O
al,O
Tow,O
n,O
Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
therefore,O
no,O
further,O
SEQRA,O
review,O
is,O
required.,O
VOTE:,B-PROJ
Stephen,B-VOTE
Grandeau,I-VOTE
-,I-VOTE
YES,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
-,I-VOTE
YES,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
–,I-VOTE
YES,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
John,B-VOTE
Viola,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
7-0,I-VOTE
Resolution,O
#2023,O
–,O
24,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Ronald,O
Bormann,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
31st,O
day,O
of,O
"May,",O
approves,O
Project,O
#23-,B-PROJ
"11,",I-PROJ
Retrograde,I-PROJ
Recon,I-PROJ
"Center,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
"Amendment,",I-PROJ
as,O
presented:,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
-,I-VOTE
YES,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
-,I-VOTE
YES,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES,I-VOTE
Leejun,B-VOTE
Taylor,I-VOTE
–,I-VOTE
YES,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
-,I-VOTE
YES,I-VOTE
John,B-VOTE
Viola,I-VOTE
-,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
7-0,I-VOTE
Board,O
Member,O
Kordich,O
arrived,O
to,O
the,O
meeting,O
at,O
6:40,O
PM,O
and,O
replaced,O
Board,O
Member,O
Taylor,O
as,O
a,O
voting,O
member,O
for,O
the,O
remainder,O
of,O
the,O
meeting.,O
"23-01,",B-PROJ
2272,I-PROJ
US,I-PROJ
-9,I-PROJ
Senior,I-PROJ
"Apartments,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
Scott,O
Lansing,O
presented,O
for,O
the,O
applicant.,O
Lansing,O
stated,O
that,O
the,O
application,O
was,O
before,O
the,O
Board,O
in,O
January,O
as,O
a,O
concept.,O
Lansing,O
also,O
stated,O
that,O
he,O
was,O
at,O
the,O
5.31.2023,O
meeting,O
to,O
present,O
a,O
plan,O
for,O
preliminary,O
approval.,O
Lansing,O
noted,O
that,O
the,O
project,O
site,O
is,O
located,O
at,O
2272,O
US,O
Route,O
"9,",O
immediately,O
North,O
of,O
the,O
Round,O
Lake,O
"Bypass,",O
and,O
that,O
the,O
current,O
use,O
of,O
the,O
site,O
is,O
for,O
the,O
Starting,O
Gate,O
Cottages.,O
Lansing,O
also,O
noted,O
that,O
the,O
property,O
is,O
6.31,O
acres,O
and,O
zoned,O
C-9,O
Gateway,O
in,O
the,O
front,O
of,O
the,O
property,O
and,O
R-1,O
Residential,O
in,O
the,O
rear.,O
Lansing,O
stated,O
that,O
the,O
current,O
structures,O
would,O
be,O
demolished,O
and,O
a,O
new,O
"19,000",O
SF,O
-3,O
story,O
senior,O
housing,O
facility,O
would,O
be,O
built,O
in,O
their,O
place.,O
Lansing,O
also,O
stated,O
that,O
the,O
facility,O
would,O
be,O
48,O
"units,",O
"sprinkled,",O
accessed,O
via,O
US,O
Route,O
9,O
at,O
the,O
Northeast,O
corner,O
of,O
the,O
property.,O
Lansing,O
noted,O
that,O
there,O
would,O
be,O
96,O
parking,O
"spaces,",O
two,O
for,O
each,O
unit.,O
Lansing,O
also,O
noted,O
that,O
stormwater,O
would,O
be,O
managed,O
"onsite,",O
that,O
water,O
would,O
be,O
provided,O
by,O
Saratoga,O
Water,O
Services,O
with,O
a,O
Water,O
Service,O
District,O
Extension,O
and,O
that,O
public,O
sewer,O
would,O
be,O
provided,O
by,O
the,O
Saratoga,O
County,O
Sewer,O
District,O
#1.,O
Lansing,O
also,O
noted,O
that,O
the,O
applicant,O
intends,O
to,O
build,O
a,O
second,O
building,O
with,O
the,O
same,O
design,O
as,O
the,O
first,O
building.,O
The,O
second,O
building,O
would,O
be,O
located,O
at,O
the,O
rear,O
of,O
the,O
property.,O
If,O
that,O
rear,O
section,O
of,O
the,O
property,O
were,O
to,O
be,O
rezoned,O
after,O
the,O
Town,O
of,O
Malta,O
Comprehensive,O
Plan,O
update,O
is,O
adopted.,O
Huizinga,O
spoke,O
for,O
the,O
Planning,O
Department.,O
Huizinga,O
stated,O
for,O
the,O
Board,O
that,O
she,O
felt,O
property,O
line,O
boarder,O
at,O
the,O
North,O
of,O
the,O
property,O
s,O
hould,O
be,O
landscaped,O
more,O
i,O
n,O
consideration,O
of,O
the,O
neighbor,O
to,O
the,O
North.,O
Huizing,O
a,O
also,O
felt,O
that,O
the,O
project,O
need,O
ed,O
more,O
outdoor,O
amenity,O
space,O
suc,O
h,O
as,O
a,O
community,O
"garden,",O
seating,O
"areas,",O
walking,O
tr,O
"ail,",O
and/or,O
outdoor,O
gathering,O
space,O
and,O
request,O
ed,O
d,O
6,O
foot,O
wide,O
"sidewalks,",O
not,O
5,O
foot,O
wide,O
sidewalks,O
alon,O
g,O
Route,O
9,O
Hull,O
spoke,O
for,O
Engineering.,O
Hull,O
not,O
ed,O
that,O
he,O
want,O
ed,O
more,O
detailed,O
calculations,O
for,O
stormwater,O
at,O
the,O
SE,O
corner,O
of,O
the,O
property,O
where,O
the,O
stormwater,O
drain,O
ed,O
towards,O
the,O
roundabout.,O
Hull,O
also,O
want,O
ed,O
more,O
details,O
on,O
what,O
planting,O
materials,O
wo,O
uld,O
be,O
us,O
ed,O
for,O
landsc,O
aping,O
and,O
a,O
traffic,O
assessm,O
ent,O
for,O
the,O
property.,O
BOARD,O
DISCUSSION,O
Loewenstei,O
n,O
echoed,O
Huizinga’s,O
comments,O
about,O
outdoor,O
amenity,O
spac,O
"e,",O
she,O
felt,O
that,O
there,O
ne,O
eded,O
to,O
be,O
more,O
outdoor,O
amenity,O
spaces.,O
Loewenstei,O
n,O
also,O
ask,O
ed,O
Lansing,O
how,O
tall,O
t,O
he,O
building,O
was.,O
Lansing,O
not,O
ed,O
that,O
the,O
building,O
desig,O
n,O
was,O
46,O
feet,O
tall,O
but,O
wo,O
uld,O
adjust,O
the,O
height,O
t,O
o,O
meet,O
the,O
Tow,O
n,O
of,O
Malta’s,O
requirements.,O
Kordic,O
h,O
also,O
felt,O
there,O
should,O
be,O
more,O
“active”,O
outdoor,O
amenity,O
spac,O
es,O
closer,O
to,O
t,O
he,O
building.,O
Grandeau,O
echoed,O
the,O
comments,O
made,O
by,O
other,O
Board,O
members,O
about,O
outdoor,O
amenity,O
spac,O
es,O
such,O
as,O
a,O
"fountain,",O
"pond,",O
or,O
putting,O
gre,O
en.,O
Grandeau,O
also,O
want,O
ed,O
to,O
see,O
fire,O
truck,O
turning,O
radii.,O
Mazz,O
a,O
felt,O
that,O
a,O
rais,O
ed,O
median,O
near,O
the,O
roundabout,O
to,O
access,O
the,O
site,O
wo,O
uld,O
be,O
detriment,O
