Text,Label
"Hall,",O
with,O
Co,O
"-Chairperson,",O
Jean,O
Lowenstein,O
presiding:,O
Present:,B-PRESENT
Dwight,B-PRESENT
Havens,I-PRESENT
Stephen,B-PRESENT
Grandeau,I-PRESENT
William,B-PRESENT
Smith,I-PRESENT
Frank,B-PRESENT
Mazza,I-PRESENT
Ronald,B-PRESENT
Bormann,I-PRESENT
Jean,B-PRESENT
Loewenstein,I-PRESENT
Absent:,B-ABSENT
John,B-ABSENT
Viola,I-ABSENT
Kyle,B-ABSENT
Kordich,I-ABSENT
Leejun,B-ABSENT
Taylor,I-ABSENT
Correspondence:,O
All,O
correspondence,O
is,O
on,O
file.,O
Chairperson,O
Loewenstein,O
read,O
the,O
following,O
agenda,O
into,O
the,O
minutes:,O
Project,O
#,O
Project,O
Name,O
Project,O
Type,O
23-01,B-PROJ
&,I-PROJ
23,I-PROJ
-01A,I-PROJ
2272,I-PROJ
Route,I-PROJ
9,I-PROJ
Senior,I-PROJ
Apartments,I-PROJ
Site,I-PROJ
Plan,I-PROJ
and,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
24-01,B-PROJ
Quick,I-PROJ
#NAME?,I-PROJ
Restaurant,I-PROJ
FBC,I-PROJ
Project,I-PROJ
Plan,I-PROJ
24-02,B-PROJ
Quick,I-PROJ
#NAME?,I-PROJ
Restaurant,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
24-03,B-PROJ
Quick,I-PROJ
Serve,I-PROJ
Restaurant,I-PROJ
Minor,I-PROJ
Subdivision,I-PROJ
Chairperson,O
Loewenstein,O
elevated,O
William,O
Smith,O
to,O
a,O
full,O
voting,O
member.,O
21-16,B-PROJ
Mountain,I-PROJ
View,I-PROJ
"Meadows,",I-PROJ
Major,I-PROJ
Subdivision,I-PROJ
(Extension,I-PROJ
of,I-PROJ
Approval),I-PROJ
Doug,O
Flynn,O
from,O
Lansing,O
Engineering,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Flynn,O
requested,O
an,O
Extension,O
of,O
Approval,O
for,O
the,O
project,O
since,O
it,O
still,O
needed,O
approval,O
from,O
the,O
NYSDEC,O
for,O
sewer,O
and,O
water,O
approval,O
from,O
the,O
Clifton,O
Park,O
Water,O
Authority,O
and,O
the,O
NYSDOH.,O
Loewenstein,O
asked,O
Huizinga,O
if,O
she,O
had,O
any,O
comments,O
for,O
the,O
Board.,O
Huizinga,O
noted,O
that,O
the,O
requested,O
extension,O
wo,O
uld,O
be,O
a,O
standard,O
90,O
Day,O
extension,O
beyond,O
the,O
current,O
expiration,O
of,O
March,O
"20,",O
2024,O
to,O
June,O
"18,",O
2024,O
Loewenstein,O
informed,O
Flynn,O
that,O
if,O
an,O
additional,O
extension,O
were,O
required,O
beyond,O
the,O
current,O
requested,O
"extension,",O
the,O
applicant,O
would,O
need,O
to,O
apply,O
for,O
an,O
Extension,O
of,O
Approval,O
beyond,O
June,O
"18,",O
2024,O
by,O
the,O
April,O
"26,",O
2024,O
Planning,O
Board,O
deadline,O
to,O
be,O
placed,O
on,O
the,O
May,O
"29,",O
2024,O
Planning,O
Board,O
agenda.,O
Resolution,O
#202,O
4,O
–,O
1,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Frank,O
Mazza,O
to,O
resolve,O
that,O
the,O
Malta,O
Planni,O
ng,O
Board,O
on,O
the,O
27th,O
day,O
of,O
February,O
",",O
2024,O
approves,O
a,O
90,O
#NAME?,O
Extension,O
of,O
Approval,O
for,O
Project,O
#21,O
-16,O
Mountain,O
View,O
"Estates,",O
Major,O
Subdivision,O
extending,O
the,O
expiration,O
date,O
of,O
March,O
"20,",O
2024,O
to,O
June,O
18,O
",",O
2024,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
–,I-VOTE
YES,B-VOTE
Motion,I-VOTE
CARRIED,I-VOTE
Jun-00,I-VOTE
23-01,B-PROJ
&,I-PROJ
23,I-PROJ
"-01A,",I-PROJ
2272,I-PROJ
Route,I-PROJ
9,I-PROJ
Senior,I-PROJ
Apartments,I-PROJ
",",I-PROJ
Site,I-PROJ
Plan,I-PROJ
and,I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
(SUP,I-PROJ
Public,I-PROJ
Hearing,I-PROJ
),I-PROJ
Doug,O
Flynn,O
from,O
Lansing,O
Engineering,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Flynn,O
noted,O
that,O
the,O
project,O
had,O
last,O
been,O
before,O
the,O
Planning,O
Board,O
in,O
May,O
2023,O
for,O
final,O
preliminary,O
review.,O
Flynn,O
added,O
that,O
the,O
Public,O
Hearing,O
for,O
the,O
Special,O
Use,O
Permit,O
had,O
been,O
opened,O
and,O
left,O
open,O
until,O
a,O
later,O
date.,O
Flynn,O
reviewed,O
the,O
project,O
for,O
the,O
Planning,O
Board,O
to,O
refresh,O
their,O
memories,O
on,O
it.,O
Flynn,O
detailed,O
the,O
provided,O
outdoor,O
amenities,O
that,O
would,O
be,O
included,O
onsite,O
and,O
stated,O
that,O
there,O
would,O
be,O
a,O
gazebo,O
and,O
trails,O
add,O
ed,O
that,O
were,O
not,O
included,O
on,O
the,O
initial,O
project,O
plans.,O
Flynn,O
added,O
that,O
the,O
project’s,O
SWPPP,O
was,O
reviewed,O
and,O
received,O
a,O
technical,O
signoff,O
letter,O
from,O
LaBella,O
Associates,O
.,O
Flynn,O
also,O
added,O
that,O
he,O
was,O
working,O
with,O
Saratoga,O
Water,O
Services,O
to,O
extend,O
the,O
water,O
district,O
to,O
the,O
"site,",O
that,O
sewer,O
would,O
be,O
provided,O
by,O
Saratoga,O
County,O
"Sewer,",O
and,O
that,O
there,O
was,O
the,O
potential,O
for,O
future,O
development,O
onsite,O
behind,O
the,O
proposed,O
building.,O
Huizinga,O
spoke,O
for,O
the,O
Planning,O
Department,O
and,O
noted,O
that,O
since,O
the,O
project,O
was,O
first,O
"presented,",O
the,O
parcel,O
experienced,O
a,O
zoning,O
change,O
from,O
being,O
split,O
between,O
C,O
-9,O
and,O
R,O
-1,O
to,O
being,O
entirely,O
C,O
-9,O
Huizinga,O
added,O
that,O
she,O
felt,O
the,O
project,O
was,O
consistent,O
with,O
the,O
Town,O
#NAME?,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
for,O
SEQRA.,O
Huizinga,O
also,O
added,O
that,O
she,O
felt,O
the,O
project,O
could,O
be,O
approved,O
with,O
the,O
following,O
conditions:,O
1,O
Relocate,O
the,O
sidewalk,O
along,O
Route,O
9,O
so,O
that,O
it,O
would,O
be,O
in,O
the,O
Right,O
of,O
Way,O
per,O
a,O
NYSDOT,O
request,O
2,O
Add,O
a,O
m,O
ap,O
note,O
on,O
the,O
Site,O
Plan,O
that,O
identified,O
the,O
materials,O
and,O
construction,O
details,O
of,O
the,O
nature,O
trails.,O
3,O
Provide,O
wetlands,O
correspondence,O
and/or,O
permit,O
prior,O
to,O
sign,O
off,O
of,O
final,O
plans.,O
4,O
Add,O
a,O
Post,O
Construction,O
Operation,O
and,O
Maintenance,O
cost,O
analysis,O
for,O
stormw,O
ater,O
management,O
practices,O
to,O
the,O
SWPPP,O
5,O
Provide,O
documentation,O
of,O
the,O
extension,O
of,O
the,O
water,O
district,O
from,O
Saratoga,O
Water,O
Services,O
prior,O
to,O
building,O
permit,O
issuance.,O
Loewenstein,O
asked,O
Reuben,O
Hull,O
of,O
LaBella,O
Associates,O
if,O
he,O
had,O
any,O
comments,O
related,O
to,O
Engin,O
eering.,O
Hull,O
noted,O
that,O
he,O
had,O
signed,O
off,O
on,O
the,O
January,O
"11,",O
2024,O
submission,O
for,O
the,O
project,O
but,O
concurred,O
with,O
Huizinga,O
about,O
her,O
comments,O
related,O
to,O
the,O
Post,O
Construction,O
Operation,O
and,O
Maintenance,O
Cost,O
Analysis,O
for,O
stormwater,O
management,O
practices.,O
Hull,O
asked,O
Huizinga,O
when,O
the,O
request,O
from,O
DOT,O
came,O
in,O
for,O
the,O
relocation,O
of,O
the,O
sidewalk.,O
Huizinga,O
noted,O
that,O
she,O
spoke,O
with,O
DOT,O
about,O
a,O
different,O
project,O
and,O
they,O
mentioned,O
they,O
wanted,O
the,O
sidewalk,O
relocated.,O
Hull,O
asked,O
if,O
he,O
could,O
perform,O
a,O
cursory,O
review,O
of,O
the,O
final,O
plans,O
with,O
the,O
sidewalk,O
in,O
the,O
Right,O
of,O
Way,O
(ROW).,O
Loewenstein,O
asked,O
why,O
DOT,O
asked,O
to,O
have,O
the,O
sidewalk,O
relocated.,O
Huizinga,O
stated,O
that,O
the,O
sidewalk,O
was,O
the,O
DOT’s,O
responsibility,O
from,O
a,O
liability,O
perspective.,O
Loewenstein,O
asked,O
Huizin,O
ga,O
who,O
would,O
maintain,O
the,O
sidewalk,O
.,O
Huizinga,O
stated,O
that,O
t,O
he,O
Town,O
has,O
a,O
law,O
that,O
states,O
it,O
is,O
the,O
responsibility,O
of,O
the,O
landowner,O
of,O
the,O
property,O
the,O
sidewalk,O
is,O
in,O
front,O
of,O
whether,O
it,O
is,O
on,O
their,O
property,O
or,O
within,O
the,O
ROW.,O
Havens,O
asked,O
Hull,O
how,O
much,O
wa,O
ter,O
was,O
available,O
for,O
fire,O
suppression,O
.,O
Hull,O
noted,O
that,O
he,O
wasn’t,O
sure,O
but,O
that,O
a,O
Will,O
Serve,O
Letter,O
had,O
been,O
received,O
and,O
signed.,O
Flynn,O
noted,O
that,O
a,O
pressure,O
flow,O
test,O
had,O
been,O
completed,O
that,O
stated,O
there,O
was,O
more,O
than,O
enough,O
flow,O
for,O
the,O
project.,O
Havens,O
requested,O
that,O
the,O
exact,O
numbers,O
be,O
placed,O
on,O
the,O
final,O
plans,O
for,O
the,O
project,O
Hull,O
noted,O
that,O
he,O
would,O
also,O
like,O
to,O
see,O
the,O
exact,O
numb,O
ers,O
for,O
fire,O
suppression.,O
Mazza,O
asked,O
if,O
the,O
access,O
to,O
the,O
site,O
was,O
Right,O
in,O
Right,O
out,O
and,O
if,O
it,O
would,O
have,O
a,O
median,O
or,O
not.,O
Flynn,O
noted,O
that,O
it,O
would,O
be,O
a,O
full,O
access,O
with,O
no,O
median,O
unless,O
otherwise,O
requested,O
by,O
the,O
DOT.,O
Mazza,O
requested,O
that,O
there,O
be,O
n,O
o,O
median,O
if,O
the,O
entrance,O
became,O
Right,O
in,O
Right,O
out,O
only.,O
Huizinga,O
added,O
that,O
the,O
plans,O
did,O
not,O
show,O
a,O
raised,O
median,O
for,O
the,O
access.,O
PUBLIC,O
HEARING,O
Loewenstein,O
reopened,O
the,O
Public,O
Hearing,O
at,O
6:51,O
PM.,O
No,O
comments,O
were,O
received,O
from,O
the,O
public.,O
Loewenstein,O
closed,O
the,O
Public,O
Hearing,O
at,O
6:52,O
PM.,O
Resolution,O
#202,O
4,O
–,O
2,O
SEQRA,O
MOTION,O
by,O
Stephen,O
Grandeau,O
SECONDED,O
by,O
Jean,O
Loewenstein,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
27th,O
day,O
of,O
February,O
",",O
202,O
4,O
determines,O
that,O
Project,O
#,O
"23-01,",O
2272,O
Route,O
9,O
Senior,O
"Apartments,",O
Site,O
Plan,O
",",O
and,O
Project,O
#23,O
-01A,O
2272,O
Route,O
9,O
Senior,O
"Apartments,",O
Special,O
Use,O
"Permit,",O
are,O
consistent,O
with,O
the,O
Supplemental,O
Town,O
Wide,O
GEIS,O
and,O
Statement,O
of,O
Findings,O
and,O
therefore,O
no,O
further,O
SEQRA,O
review,O
is,O
required.,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
Jun-00,I-VOTE
SPECIAL,O
USE,O
PERMIT,O
CRITERIA,O
1,O
Is,O
the,O
use,O
listed,O
as,O
a,O
permitted,O
special,O
use,O
in,O
the,O
appropriate,O
zoning,O
district;,O
Yes.,O
C,O
-9,O
zoning,O
identifies,O
Senior,O
Multifamily,O
Dwelling,O
Use,O
as,O
a,O
specially,O
permitted,O
use.,O
2,O
Conforms,O
to,O
the,O
standards,O
and,O
design,O
requirements,O
specified,O
in,O
the,O
Code,O
and,O
the,O
Master,O
Plan,O
for,O
that,O
partic,O
ular,O
zone;,O
The,O
proposed,O
use,O
conforms,O
with,O
the,O
Comprehensive,O
Master,O
"Plan,",O
Neighborhood,O
3,O
Route,O
9,O
South,O
/Route,O
67,O
East,O
2016,O
"update,",O
and,O
Commercial,O
Corridor,O
Design,O
Standards,O
&,O
Guidelines.,O
3,O
Will,O
not,O
have,O
an,O
undue,O
adverse,O
effect,O
upon,O
adjacent,O
"property,",O
the,O
character,O
of,O
the,O
neighborhood,O
and,O
surrounding,O
area,O
"s,",O
traffic,O
"conditions,",O
"parking,",O
utility,O
"facilities,",O
or,O
other,O
mat,O
ters,O
affecting,O
the,O
public,O
"health,",O
"safety,",O
welfare,O
or,O
convenience,O
of,O
the,O
public;,O
The,O
use,O
is,O
consistent,O
with,O
the,O
Master,O
Plan,O
and,O
Neighborhood,O
3,O
Route,O
9,O
South/Route,O
67,O
East,O
2016,O
update.,O
The,O
proposed,O
use,O
provides,O
sufficient,O
parking,O
;,O
water,O
and,O
sewer,O
service,O
s,O
will,O
be,O
extended,O
to,O
the,O
project.,O
The,O
Town,O
engineer,O
concurs,O
with,O
the,O
traffic,O
trip,O
generation,O
report,O
(9/26/2023,O
LaBella,O
correspondence).,O
4,O
Will,O
not,O
create,O
operations,O
or,O
uses,O
that,O
will,O
be,O
considered,O
objectionable,O
to,O
nearby,O
properties,O
by,O
reason,O
of,O
"noise,",O
fume,O
"s,",O
"vibrations,",O
illumination,O
or,O
other,O
outward,O
effects,O
on,O
others,O
in,O
the,O
zone,O
.,O
The,O
proposed,O
use,O
should,O
not,O
create,O
any,O
objectionable,O
operations.,O
5,O
Complies,O
with,O
any,O
other,O
requirements,O
within,O
the,O
zone;,O
Yes.,O
The,O
proposed,O
use,O
conforms,O
with,O
the,O
Comprehensive,O
Master,O
"Plan,",O
Neighborhood,O
3,O
Route,O
9,O
South,O
/Route,O
67,O
East,O
2016,O
"update,",O
and,O
Commercial,O
Corridor,O
Design,O
Standards,O
&,O
Guidelines.,O
6,O
Will,O
be,O
in,O
harmony,O
and,O
promote,O
the,O
general,O
purpose,O
and,O
intent,O
of,O
the,O
Master,O
Plan;,O
The,O
use,O
is,O
consistent,O
with,O
the,O
M,O
aster,O
Plan,O
and,O
Neighborhood,O
3,O
Route,O
9,O
South/,O
Route,O
67,O
East,O
2016,O
update.,O
7,O
Will,O
not,O
adversely,O
affect,O
the,O
short,O
#NAME?,O
and,O
long,O
#NAME?,O
cumulative,O
impacts,O
on,O
the,O
environment;,O
The,O
proposed,O
use/project,O
impacts,O
0.066,O
acre,O
of,O
ACOE,O
wetlands.,O
A,O
wetlands,O
disturbance,O
pe,O
rmit,O
is,O
required.,O
8,O
Will,O
be,O
able,O
to,O
mitigate,O
to,O
the,O
satisfaction,O
of,O
the,O
Board,O
any,O
adverse,O
or,O
irreversible,O
impacts,O
on,O
the,O
"environment,",O
including,O
any,O
growth,O
#NAME?,O
aspects,O
of,O
the,O
proposed,O
use;,O
The,O
project,O
is,O
subject,O
to,O
the,O
Supplemental,O
Town,O
Wide,O
Generic,O
Environmental,O
Impact,O
Statement,O
(GEIS),O
mitigation,O
fees,O
such,O
as,O
"traffic,",O
open,O
space,O
and,O
GEIS,O
prep,O
fees.,O
9,O
Will,O
not,O
adversely,O
affect,O
unique,O
and,O
irreplaceable,O
assets,O
or,O
resources,O
of,O
the,O
area;,O
The,O
proposed,O
plan,O
will,O
not,O
impact,O
rare,O
plants,O
or,O
endangered,O
species.,O
Applicant,O
received,O
no,O
impact,O
correspondence,O
from,O
SHPO,O
(2/1/2024).,O
10,O
Will,O
be,O
serviced,O
adequately,O
(as,O
determined,O
by,O
the,O
Board),O
by,O
essential,O
public,O
facilities,O
and,O
"services,",O
"including,",O
but,O
not,O
limited,O
"to,",O
"highways,",O
"streets,",O
parking,O
"spaces,",O
public,O
"transportation,",O
"police,",O
ambulance,O
and,O
fire,O
"protection,",O
drainage,O
"structures,",O
solid,O
waste,O
management,O
and,O
refuse,O
"disposal,",O
water,O
and,O
"sewers,",O
groundwater,O
"protection,",O
"schools,",O
energy,O
"conservation,",O
as,O
well,O
as,O
any,O
other,O
additional,O
services,O
as,O
the,O
Board,O
deems,O
appropriate.,O
Yes.,O
Will,O
serv,O
e,O
correspondence,O
has,O
been,O
received,O
from,O
Saratoga,O
Water,O
Services,O
and,O
Saratoga,O
County,O
Sewer,O
District.,O
The,O
project,O
is,O
located,O
in,O
the,O
Round,O
Lake,O
Fire,O
Department,O
and,O
Malta,O
-,O
Stillwater,O
EMS.,O
Resolution,O
#202,O
4,O
–,O
3,O
MOTION,O
by,O
Frank,O
Mazza,O
SECONDED,O
by,O
Stephen,O
Grandeau,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
27th,O
day,O
of,O
February,O
",",O
202,O
4,O
approves,O
Project,O
#,O
23-01A,B-PROJ
2272,I-PROJ
Route,I-PROJ
9,I-PROJ
Senior,I-PROJ
"Apartments,",I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
",",O
as,O
presented,O
:,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
Jun-00,I-VOTE
Resolution,O
#202,O
4,O
–,O
4,O
MOTION,O
by,O
Ronald,O
Bormann,O
SECONDED,O
by,O
Stephen,O
Grandeau,O
to,O
resolve,O
that,O
the,O
Malta,O
Planning,O
Board,O
on,O
the,O
27th,O
day,O
of,O
"February,",O
2024,O
approves,O
Project,O
#,O
"23-01,",B-PROJ
2272,I-PROJ
Route,I-PROJ
9,I-PROJ
Senior,I-PROJ
"Apartments,",I-PROJ
Site,I-PROJ
Plan,I-PROJ
",",O
with,O
the,O
following,O
conditions,O
:,O
1,O
Relocate,O
the,O
sidewalk,O
along,O
Route,O
9,O
so,O
that,O
it,O
is,O
placed,O
within,O
the,O
Right,O
of,O
Way,O
as,O
requested,O
by,O
NYSDOT.,O
2,O
Sidewalk,O
relocation,O
plan,O
to,O
be,O
reviewed,O
by,O
the,O
Town,O
Designated,O
Engineer.,O
3,O
Provide,O
nature,O
trail,O
materials,O
and,O
construction,O
details,O
to,O
the,O
site,O
plan,O
4,O
Provide,O
wetlands,O
correspondence,O
and/or,O
permit,O
prior,O
to,O
sign,O
off,O
of,O
final,O
plans.,O
5,O
Add,O
a,O
Post,O
Construction,O
Operation,O
and,O
Maintenance,O
cost,O
analysis,O
for,O
Stormwater,O
Management,O
Practices,O
to,O
the,O
SWPPP,O
6,O
Provide,O
documentation,O
of,O
the,O
extension,O
of,O
the,O
water,O
district,O
from,O
Saratoga,O
Water,O
Services,O
prior,O
to,O
building,O
permit,O
issuance.,O
VOTE:,B-VOTE
Stephen,B-VOTE
Grandeau,I-VOTE
–,I-VOTE
YES;,I-VOTE
Ronald,B-VOTE
Bormann,I-VOTE
–,I-VOTE
YES;,I-VOTE
Frank,B-VOTE
Mazza,I-VOTE
–,I-VOTE
YES,I-VOTE
Dwight,B-VOTE
Havens,I-VOTE
–,I-VOTE
YES;,I-VOTE
William,B-VOTE
Smith,I-VOTE
–,I-VOTE
YES;,I-VOTE
Jean,B-VOTE
Loewenstein,I-VOTE
–,I-VOTE
YES,I-VOTE
Motion,B-VOTE
CARRIED,I-VOTE
Jun-00,I-VOTE
"24-01,",B-PROJ
Quick,I-PROJ
#NAME?,I-PROJ
"Restaurant,",I-PROJ
Form,I-PROJ
Based,I-PROJ
Code,I-PROJ
Project,I-PROJ
Plan,I-PROJ
(Concept),I-PROJ
Public,I-PROJ
Hearing,I-PROJ
"24-02,",B-PROJ
Quick,I-PROJ
#NAME?,I-PROJ
"Restaurant,",I-PROJ
Special,I-PROJ
Use,I-PROJ
Permit,I-PROJ
(Concept),I-PROJ
"24-03,",B-PROJ
Quick,I-PROJ
#NAME?,I-PROJ
"Restaurant,",I-PROJ
Minor,I-PROJ
Subdivision,I-PROJ
(Concept),I-PROJ
Tim,O
Freitag,O
from,O
Bohler,O
Engineering,O
presented,O
on,O
behalf,O
of,O
the,O
applicant.,O
Freitag,O
stated,O
that,O
he,O
was,O
presenting,O
for,O
three,O
applications,O
for,O
the,O
project;,O
one,O
for,O
a,O
Form,O
Based,O
Co,O
de,O
Project,O
"Plan,",O
the,O
second,O
for,O
a,O
Special,O
Use,O
Permit,O
(SUP),O
",",O
and,O
the,O
third,O
for,O
a,O
minor,O
subdivision.,O
Freitag,O
n,O
oted,O
that,O
the,O
project,O
was,O
before,O
the,O
Planning,O
Board,O
for,O
initial,O
comments,O
before,O
it,O
went,O
before,O
the,O
Zoning,O
Board,O
of,O
Appeals,O
to,O
acquire,O
the,O
variances,O
needed,O
for,O
the,O
project.,O
Freitag,O
also,O
noted,O
that,O
once,O
the,O
necessary,O
variances,O
were,O
obtained,O
for,O
the,O
"project,",O
he,O
would,O
return,O
to,O
the,O
Planning,O
Board,O
for,O
final,O
project,O
approval.,O
Freitag,O
noted,O
that,O
the,O
project,O
site,O
is,O
in,O
the,O
Nigro,O
Plaza,O
aka,O
Shops,O
of,O
Malta,O
in,O
front,O
of,O
Market,O
32,O
Freitag,O
also,O
noted,O
that,O
the,O
site,O
would,O
be,O
created,O
by,O
subdividing,O
an,O
existing,O
4.63,O
#NAME?,O
lot.,O
The,O
subdivision,O
(SD),O
would,O
be,O
for,O
three,O
-3,O
lots,O
",",O
that,O
would,O
be,O
broken,O
down,O
into,O
Lot,O
#1,O
(the,O
project,O
site),O
which,O
would,O
be,O
1.02±,O
acres,O
",",O
Lot,O
#2,O
a,O
vacant,O
site,O
containing,O
1.26,O
+,O
"acres,",O
and,O
Lot,O
#3,O
a,O
2.35,O
+,O
acre,O
lot,O
which,O
would,O
contain,O
the,O
existing,O
Berkshire,O
B,O
ank,O
and,O
vacant,O
lands.,O
Freitag,O
detailed,O
the,O
"project,",O
the,O
proposed,O
restaurant,O
would,O
be,O
2,O
650,O
SF,O
with,O
a,O
two-lane,O
drive,O
"-thru,",O
21,O
parking,O
"spaces,",O
a,O
bypass,O
lane,O
around,O
the,O
drive,O
"-thru,",O
and,O
a,O
circula,O
tion,O
lane,O
to,O
allow,O
traffic,O
to,O
navigate,O
to,O
the,O
parking,O
lot,O
from,O
the,O
drive,O
#NAME?,O
lane.,O
Freitag,O
noted,O
that,O
the,O
property,O
had,O
a,O
unique,O
"geometry,",O
stating,O
that,O
it,O
was,O
deep,O
and,O
narrow,O
",",O
making,O
the,O
frontage,O
for,O
the,O
site,O
on,O
Kendall,O
Way,O
instead,O
of,O
Route,O
9,O
Freitag,O
also,O
noted,O
that,O
the,O
site,O
would,O
feature,O
2,O
access,O
"points,",O
the,O
main,O
entrance/exit,O
closer,O
to,O
the,O
Nigro,O
Plaza,O
perimeter,O
road,O
on,O
Kendall,O
Way,O
with,O
an,O
additional,O
exit,O
that,O
would,O
be,O
a,O
rig,O
ht-turn,O
only,O
lane,O
to,O
send,O
traffic,O
to,O
Route,O
9,O
via,O
Kendall,O
Way.,O
Freitag,O
added,O
that,O
the,O
project,O
would,O
not,O
feature,O
access,O
directly,O
to,O
Route,O
9,O
given,O
the,O
site’s,O
close,O
proximity,O
to,O
the,O
nearby,O
intersection,O
.,O
Freitag,O
also,O
added,O
that,O
the,O
site,O
would,O
connect,O
to,O
public,O
utilities,O
and,O
that,O
there,O
is,O
a,O
water,O
main,O
easement,O
that,O
goes,O
through,O
the,O
property,O
along,O
the,O
Route,O
9,O
side,O
of,O
the,O
"site,",O
preventing,O
any,O
structural,O
construction,O
in,O
that,O
area.,O
Freitag,O
also,O
described,O
the,O
variances,O
that,O
would,O
be,O
applied,O
for.,O
The,O
required,O
varianc,O
es,O
included:,O
Build,O
to,O
Zone,O
with,O
the,O
primary,O
street,O
along,O
Kendall,O
"Way,",O
maximum,O
front,O
setback,O
to,O
Kendall,O
"Way,",O
onsite,O
parking,O
between,O
the,O
proposed,O
building,O
and,O
the,O
"street,",O
and,O
the,O
drive,O
#NAME?,O
